facility_name,city,state,zip,phone,accepts_medicaid,accepts_medicare,accepts_private_insurance,accepts_self_pay_cash,state_financed_insurance,military_insurance,ihs_tribal_urban_funds,sliding_fee_scale,payment_assistance,affordability_tier
Eastern Shore Behavioral Hlthcare Ctr,Parksley,VA,23421,757-665-1260,False,True,True,True,False,True,False,True,False,Low Cost
New River Valley Community Services — Giles Clinic,Pearisburg,VA,24134,540-921-2238,False,True,True,True,True,True,False,True,False,Low Cost
Family Preservation Services — Duffield Regional office,Pennington Gap,VA,24277,276-546-3330,False,False,True,True,True,False,False,False,False,Low Cost
SaVida Health — Pennington Gap,Pennington Gap,VA,24277,276-295-0701,False,True,True,True,True,True,False,True,False,Low Cost
District 19 Community Services Board — Child and Adolescent Division,Petersburg,VA,23803,804-862-8002,False,True,True,True,True,False,False,False,False,Low Cost
Dept of Behavioral Healthcare Services — SA Outpatient Treatment Services,Portsmouth,VA,23704,757-393-8618 x8031,False,True,True,True,True,False,False,True,True,Free/No Cost
Harbor Point Behavioral Health Center,Portsmouth,VA,23704,757-393-0061,False,False,True,True,False,True,False,False,False,Medium Cost
Family Preservation Services — Cedar Bluff Office,Pounding Mill,VA,24637,276-963-3606,False,False,True,True,True,True,False,False,False,Low Cost
Goochland Powhatan Community Services — Powhatan Village Building,Powhatan,VA,23139,804-598-2200,False,True,True,True,True,True,False,True,True,Free/No Cost
District 19 Community Services Board — Hopewell Prince George Csl Services,Prince George,VA,23875,804-541-8660,False,True,True,True,True,False,False,False,False,Low Cost
Henrico Charles City — New Kent Mental Health,Providence Forge,VA,23140,804-727-8920,False,True,True,True,False,True,False,False,True,Free/No Cost
LewisGale Hospital Pulaski — Transitions Behavioral Health,Pulaski,VA,24301,540-440-4433,False,True,True,True,False,True,False,False,False,Medium Cost
New River Valley Community Services — Pulaski Center,Pulaski,VA,24301,540-994-5023,False,True,True,True,True,True,False,True,False,Low Cost
New River Valley Community Services — Melanie Adkins,Radford,VA,24141,540-838-8000,False,True,True,True,True,True,False,True,False,Low Cost
New River Valley Community Services — New Horizons Crisis Stabilization,Radford,VA,24141,540-831-5916,False,True,True,True,False,False,False,True,False,Low Cost
Archstone Counseling and Treatment,Richmond,VA,23226,804-288-1788,False,False,True,True,False,False,False,False,False,Medium Cost
ChildSavers — Memorial Child Guidance Clinic,Richmond,VA,23223,804-644-9590,False,False,True,True,True,True,False,False,False,Low Cost
Henrico Area Mental Health and — Developmental Services,Richmond,VA,23223,804-727-8515,False,True,True,True,False,True,False,False,True,Free/No Cost
Leaders for Life,Richmond,VA,23219,804-477-6137,False,False,True,False,False,False,False,False,False,Medium Cost
Richmond Behavioral Health Authority,Richmond,VA,23219,804-819-4000,False,True,False,True,False,False,False,True,False,Low Cost
Saint Josephs Villa — Crisis Stabilization Unit,Richmond,VA,23227,804-553-3200,False,False,False,False,False,False,False,False,True,Free/No Cost
United Methodist Family Services — Child and Family Healing Center,Richmond,VA,23230,804-353-4461 x1100,False,False,True,False,True,False,False,False,False,Low Cost
Blue Ridge Behavioral Healthcare,Roanoke,VA,24016,540-266-9200,False,True,True,True,True,True,False,True,True,Free/No Cost
Blue Ridge Behavioral Healthcare — Child Youth and Family Services,Roanoke,VA,24016,540-981-1102,False,True,True,True,False,True,False,True,True,Free/No Cost
Blue Ridge Behavioral Healthcare — Rita J Gliniecki Recovery Center,Roanoke,VA,24012,540-344-6208,False,True,True,True,False,True,False,True,True,Free/No Cost
EHS Roanoke — Corporate,Roanoke,VA,24016,540-339-9195,False,False,True,True,False,False,False,False,False,Medium Cost
Family Service of Roanoke Valley,Roanoke,VA,24016,540-795-4670,False,True,True,True,True,True,False,True,False,Low Cost
Intercept True North Health Clinic,Roanoke,VA,24012,540-523-8080 x1,False,True,True,True,False,False,False,False,False,Medium Cost
Spero Health — Roanoke,Roanoke,VA,24014,540-329-5325,False,True,True,False,False,False,False,False,False,Medium Cost
Piedmont Community Services — Franklin County Satellite Clinic,Rocky Mount,VA,24151,540-483-0582,False,True,True,True,False,True,False,True,True,Free/No Cost
Piedmont Community Services — Horizons Day Treatment Program,Rocky Mount,VA,24151,540-483-7818,False,False,False,True,False,False,False,True,False,Low Cost
Rappahannock Area Comm Servs Board — Caroline clinic,Ruther Glen,VA,22546,804-633-9997,False,True,True,True,True,False,False,False,False,Low Cost
LewisGale — Behavioral Health,Salem,VA,24153,540-772-2801,False,True,True,True,False,True,False,False,False,Medium Cost
Veterans Affairs Medical Center — Mental Health Service,Salem,VA,24153,540-982-2463 x2515,False,False,True,True,False,True,False,False,False,Medium Cost
Western Tidewater Community Services — Smithfield Service Center,Smithfield,VA,23430,757-357-7458,False,True,True,True,True,True,False,True,False,Low Cost
Sentara Halifax Behavioral Health,South Boston,VA,24592,434-517-3651,False,True,True,True,True,True,False,False,False,Low Cost
Southside Behavioral Health — Halifax County,South Boston,VA,24592,434-572-2936,False,True,True,True,True,True,False,True,True,Free/No Cost
Rappahannock Area Comm Servs Board — Spotsylvania Clinic,Spotsylvania,VA,22553,540-582-3980,False,True,True,True,True,False,False,False,False,Low Cost
Multicultural Clinical Center,Springfield,VA,22151,703-354-0000 x109,False,False,False,True,False,False,False,True,False,Low Cost
Rappahannock Area Comm Servs Board — Stafford Clinic,Stafford,VA,22554,540-373-6876,False,True,True,True,True,False,False,False,False,Low Cost
Valley Community Services Board,Staunton,VA,24401,540-887-3200,False,True,True,True,True,True,False,True,False,Low Cost
Health Connect America,Sterling,VA,20165,703-994-4809,False,False,True,True,False,False,False,False,False,Medium Cost
Loudoun County Mental Health Center,Sterling,VA,20166,703-771-5100,False,True,False,True,True,False,False,True,True,Free/No Cost
Piedmont Community Services — Patrick County Satellite Clinic,Stuart,VA,24171,276-694-4361 x104,False,True,True,True,False,True,False,True,True,Free/No Cost
Western Tidewater Community Services — Saratoga,Suffolk,VA,23434,757-935-5160,False,True,True,True,True,True,False,True,False,Low Cost
Western Tidewater Community Services — Suffolk Service Center,Suffolk,VA,23434,757-942-1069,False,True,True,True,True,True,False,True,False,Low Cost
Master Center for Addiction Medicine,Tappahannock,VA,22560,804-315-3135,False,True,True,True,False,True,False,False,False,Medium Cost
Middle Peninsula/Northern Neck CSB — Essex Counseling Center,Tappahannock,VA,22560,804-333-3671,False,True,True,True,True,True,False,True,False,Low Cost
CMCSB Tazewell Co — Satellite Office,Tazewell,VA,24651,276-964-6702,False,True,True,True,False,False,False,False,False,Medium Cost
Support Systems Inc,Vinton,VA,24179,540-767-2667,False,False,False,False,False,False,False,False,False,Unknown
Sentara Center for Behavioral Health — Partial Hosp Prog/Intensive Outpt Prog,Virginia Beach,VA,23454,757-395-1405,False,True,True,True,True,True,False,False,False,Low Cost
Virginia Beach Psychiatric Center,Virginia Beach,VA,23454,757-496-6000 x4464,False,True,True,True,True,True,False,False,False,Low Cost
Rappahannock Rapidan CSB — Fauquier Behavioral Health,Warrenton,VA,20186,540-347-7620,False,True,True,True,False,False,False,False,False,Medium Cost
District 19 Community Services Board — Sussex Counseling Services,Waverly,VA,23890,804-834-2205,False,True,True,True,True,False,False,False,False,Low Cost
Frontier Health Inc — Scott County Behavioral Health Service,Weber City,VA,24290,276-225-0976,False,True,True,True,False,True,False,True,True,Free/No Cost
Master Center for Addiction Medicine,West Point,VA,23181,804-315-3135,False,True,True,True,False,True,False,False,False,Medium Cost
Center for Child and Family Services,Williamsburg,VA,23185,757-229-7940,False,True,True,True,False,True,False,False,False,Medium Cost
Colonial Behavioral Health,Williamsburg,VA,23185,757-220-3200,False,True,True,True,True,True,False,True,True,Free/No Cost
Colonial Behavioral Health — Child and Adolescent Services,Williamsburg,VA,23185,757-220-3200,False,False,True,True,True,True,False,True,True,Free/No Cost
Eastern State Hospital,Williamsburg,VA,23188,757-253-5241,False,False,True,True,False,True,False,False,False,Medium Cost
Family Preservation Services — Winchester Office,Winchester,VA,22602,540-535-0043,False,False,True,True,True,False,False,False,False,Low Cost
Northwestern Community Services — Winchester Area Clinic,Winchester,VA,22602,540-636-4250,False,True,True,True,False,True,False,False,False,Medium Cost
NWCSB Page Clinic,Winchester,VA,22601,540-743-4548,False,True,True,True,False,True,False,False,False,Medium Cost
Savida Health — Winchester,Winchester,VA,22601,540-450-0334,False,True,True,True,False,False,False,False,False,Medium Cost
Winchester Medical Center — Behavioral Health Services,Winchester,VA,22601,540-536-8140,False,True,True,True,True,True,False,False,False,Low Cost
Northwestern Community Services — Shenandoah County,Woodstock,VA,22664,540-636-4250,False,True,True,True,False,True,False,False,False,Medium Cost
Valley Health SMH Behavioral Health,Woodstock,VA,22664,540-459-1262,False,True,True,True,True,True,False,True,False,Low Cost
Mount Rogers Community Services Board — ACT,Wytheville,VA,24382,276-620-8298,False,False,False,True,False,False,False,True,False,Low Cost
SaVida Health — Wytheville,Wytheville,VA,24382,540-456-2460,False,True,True,True,True,True,False,True,False,Low Cost
Wythe Youth and Family Services,Wytheville,VA,24382,276-223-3291,False,False,True,True,False,False,False,False,False,Medium Cost
Colonial Behavioral Health,Yorktown,VA,23692,757-898-7926,False,True,True,True,True,True,False,True,True,Free/No Cost
Catholic Community Services — Grays Harbor Adult Behavioral Health,Aberdeen,WA,98520,360-612-3839,False,False,False,False,False,False,False,False,False,Unknown
Columbia Wellness — Aberdeen,Aberdeen,WA,98520,360-612-0012,False,True,True,True,True,False,False,False,False,Low Cost
Eugenia Center Behavioral Health and — SU Disorder Trt Servs/Eugenia Center,Aberdeen,WA,98520,360-660-1011,False,False,True,True,True,False,False,True,True,Free/No Cost
Sea Mar Behavioral Health — Grays Harbor,Aberdeen,WA,98520,360-538-1461,False,False,True,True,True,True,False,True,True,Free/No Cost
Sea Mar Behavioral Health — Anacortes/Sea Mar Community Hlth Ctrs,Anacortes,WA,98221,360-293-8007,False,False,True,True,True,False,False,True,False,Low Cost
Compass Health — Smokey Pt Children and Family Clinic,Arlington,WA,98223,800-457-9303,False,False,False,False,False,False,False,False,False,Unknown
MultiCare Auburn Medical Center — Geropsychiatry Unit,Auburn,WA,98001,253-545-2813,False,True,True,False,True,True,False,False,False,Low Cost
Sound — Auburn East,Auburn,WA,98002,206-901-2000,False,True,False,True,True,False,False,False,False,Low Cost
Sound — Auburn West,Auburn,WA,98002,206-901-2000,False,True,False,True,True,False,False,False,False,Low Cost
YMCA of Greater Seattle — Social Impact Center Behavioral Health,Auburn,WA,98002,206-382-5340,False,False,True,True,False,False,False,True,True,Free/No Cost
Columbia River Mental Health Services — Battle Ground Clinic,Battle Ground,WA,98604,360-597-9731,False,True,True,True,True,False,False,False,False,Low Cost
Consejo Counseling and Referral Servs,Belfair,WA,98528,360-763-5600,False,False,False,True,False,False,False,False,True,Free/No Cost
Asian Counseling and Referral Service,Bellevue,WA,98007,206-695-7600,False,True,True,True,True,False,False,False,False,Low Cost
Consejo Counseling and Referral Servs,Bellevue,WA,98005,206-461-4880,False,False,False,True,False,False,False,False,True,Free/No Cost
IKRON Corporation of Greater Seattle — Main,Bellevue,WA,98004,425-242-1713,False,False,False,False,False,False,False,False,False,Unknown
IKRON of Greater Seattle — Meridian Center,Bellevue,WA,98004,206-420-7949,False,False,False,False,False,False,False,False,False,Unknown
Overlake Hospital Medical Center — Behavioral Medicine,Bellevue,WA,98004,425-688-5175,False,True,True,True,True,True,False,False,False,Low Cost
Overlake Outpatient Psychiatry,Bellevue,WA,98004,425-688-5460,False,True,True,True,False,False,False,False,False,Medium Cost
ReSTART Life — Behavioral Healthcare,Bellevue,WA,98007,800-682-6934,False,False,True,True,False,False,False,False,False,Medium Cost
Sea Mar Behavioral Health — Bellevue Child and Family,Bellevue,WA,98007,425-460-7125,False,False,True,True,True,False,False,True,True,Free/No Cost
Sea Mar Community Health Centers — King County,Bellevue,WA,98006,425-460-7114,False,False,True,True,False,False,False,False,True,Free/No Cost
Sound — Bel Red,Bellevue,WA,98005,206-901-2000,False,True,False,True,True,False,False,False,False,Low Cost
Compass Health — Crisis Intervention,Bellingham,WA,98226,800-457-9303,False,False,True,False,False,False,False,False,True,Free/No Cost
Compass Health — Whatcom,Bellingham,WA,98226,800-457-9303,False,False,False,False,False,False,False,False,False,Unknown
Compass Health — Whatcom Triage Center,Bellingham,WA,98226,800-457-9303,False,False,True,False,False,False,False,False,True,Free/No Cost
Compass Health — Wise Yellow,Bellingham,WA,98226,800-457-9303,False,True,True,True,True,False,False,False,False,Low Cost
Lake Whatcom Residential and — Treatment Center Outpatient,Bellingham,WA,98225,360-676-6000,False,True,False,True,True,True,False,False,False,Low Cost
Lake Whatcom Residential and Trt Ctr — Baker Creek Co Occurring RTF,Bellingham,WA,98226,360-676-6000 x360,False,False,False,True,True,True,False,False,False,Low Cost
Sea Mar Community Health Centers — Whatcom County,Bellingham,WA,98226,360-734-5458,False,False,True,True,True,True,False,True,True,Free/No Cost
APPLE Consulting — Bothell,Bothell,WA,98012,206-437-5412,False,False,True,True,False,False,False,False,False,Medium Cost
Meier Clinics — Nonprofit Christian Counseling Center,Bothell,WA,98021,425-487-1005,False,False,True,True,False,False,False,True,False,Low Cost
Sound Integrated Health LLC,Bremerton,WA,98310,253-478-0827,False,False,True,True,False,False,False,True,True,Free/No Cost
Follman Agency — Burlington,Burlington,WA,98233,360-755-1125,False,False,True,True,False,True,False,False,False,Medium Cost
Discover Recovery,Camas,WA,98607,202-809-0532,False,False,True,True,False,False,False,False,False,Medium Cost
Community Integrated Health Services,Cathlamet,WA,98612,855-303-4834,False,True,False,True,False,False,False,True,False,Low Cost
Wahkiakum County HHS — Substance Use Disorder Program,Cathlamet,WA,98612,360-795-8630,False,False,True,True,True,False,False,False,False,Low Cost
Cascade Community Healthcare,Centralia,WA,98531,360-330-9044,False,True,True,True,False,False,False,False,False,Medium Cost
Cascade Community Healthcare — Evaluation and Treatment Center,Centralia,WA,98531,360-623-8020,False,False,True,True,True,True,False,False,False,Low Cost
CORE Health — Centralia,Centralia,WA,98531,360-807-3144,False,True,False,True,False,False,False,False,False,Medium Cost
ESD 113 True North Student Assistance — Treatment Services Lewis County,Chehalis,WA,98532,360-464-6867,False,False,True,True,True,False,False,True,False,Low Cost
Eugenia Center,Chehalis,WA,98532,360-948-0203,False,False,True,True,True,False,False,True,True,Free/No Cost
Columbia Valley Community Health — CVCH Chelan Clinic,Chelan,WA,98816,509-662-6000,False,True,True,True,False,True,False,True,True,Free/No Cost
Quality Behavioral Health,Clarkston,WA,99403,509-758-3341,False,True,True,True,True,False,False,False,False,Low Cost
Compass Health — Coupeville Children and Family Clinic,Coupeville,WA,98239,800-457-9303,False,False,False,False,False,False,False,False,False,Unknown
Blue Mountain Counseling — Columbia County,Dayton,WA,99328,509-382-1164,False,False,True,True,True,True,False,False,False,Low Cost
Friends of Youth — Duvall,Duvall,WA,98019,425-392-6367,False,False,True,True,True,False,False,True,False,Low Cost
Balanced Living Therapy LLC,Edmonds,WA,98026,425-977-4988,False,False,True,True,False,False,False,False,False,Medium Cost
Center for Counseling and Health — A Place of Hope,Edmonds,WA,98020,425-771-5166,False,False,True,True,False,False,False,False,False,Medium Cost
Center for Discovery — Edmonds,Edmonds,WA,98026,866-862-3631,False,False,True,True,False,True,False,False,False,Medium Cost
Compass Health — Aurora House,Edmonds,WA,98026,800-457-9303,False,False,False,False,False,False,False,False,False,Unknown
Swedish Edmonds Hospital,Edmonds,WA,98026,425-640-4000 x4988,False,True,True,True,True,True,False,False,False,Low Cost
Behavioral Health Resources — Elma,Elma,WA,98541,360-482-5358,False,True,True,True,True,False,False,False,False,Low Cost
YMCA of Greater Seattle — Social Impact Center Behavioral Health,Enumclaw,WA,98022,206-382-5340,False,False,True,True,False,False,False,True,True,Free/No Cost
Basic Steps Mental Health SPC,Everett,WA,98204,425-588-8438,False,False,True,True,False,False,False,True,False,Low Cost
Bridgeway Treatment Services LLC,Everett,WA,98201,425-283-5315,False,False,False,True,False,False,False,True,False,Low Cost
Compass Health — Everett Adult,Everett,WA,98201,800-457-9303,False,True,True,True,True,False,False,False,False,Low Cost
Compass Health — Everett Child and Family Clinic,Everett,WA,98203,800-457-9303,False,False,False,False,False,False,False,False,False,Unknown
Compass Health — Snohomish IOP,Everett,WA,98201,800-457-9303,False,True,True,True,True,False,False,False,False,Low Cost
Eleanor Health,Everett,WA,98203,425-375-7435,False,True,True,True,True,True,False,False,False,Low Cost
Fairfax Behavioral Health — Everett,Everett,WA,98201,425-821-2000,False,True,True,True,False,True,False,False,False,Medium Cost
Sea Mar Behavioral Health — Community Health Center,Everett,WA,98203,425-609-5505,False,False,False,True,True,False,False,True,False,Low Cost
Sunrise Services Inc — Everett 1718 Broadway,Everett,WA,98201,425-595-5200,False,True,False,True,False,False,False,True,False,Low Cost
Catholic Community Services — CReW Program,Federal Way,WA,98003,253-246-2435,False,False,False,False,False,False,False,False,False,Unknown
West End Outreach Services — Clallam County Hospital District 1,Forks,WA,98331,360-374-5011,False,True,True,True,True,True,False,False,False,Low Cost
Sea Mar Behavioral Health — Gig Harbor,Gig Harbor,WA,98335,253-280-9888,False,False,True,True,True,True,False,False,False,Low Cost
Consejo Graham Behavioral Health,Graham,WA,98338,206-461-4880,False,False,False,True,False,False,False,False,True,Free/No Cost
Renew — Grand Coulee,Grand Coulee,WA,99133,509-633-1471,False,True,True,True,False,True,False,False,False,Medium Cost
United Family Center,Grandview,WA,98930,509-402-9090,False,False,True,True,False,False,False,False,False,Medium Cost
Behavioral Health Resources — Hoquiam,Hoquiam,WA,98550,360-704-7170,False,True,True,True,True,False,False,False,False,Low Cost
Friends of Youth,Issaquah,WA,98027,425-392-6367,False,False,True,True,True,False,False,True,False,Low Cost
Columbia Wellness — Kelso,Kelso,WA,98626,360-423-0203,False,True,True,True,True,False,False,False,False,Low Cost
Sea Mar Behavioral Health — Kelso/Sea Mar Community Health Centers,Kelso,WA,98626,360-261-7020 x39982,False,False,True,True,True,False,False,True,False,Low Cost
Lutheran Community Services NW — Tri Cities Office,Kennewick,WA,99336,509-735-6446,False,False,False,False,False,False,False,False,False,Unknown
United Family Center,Kennewick,WA,99336,509-581-0303,False,False,True,True,False,False,False,False,False,Medium Cost
Kent Youth and Family Services,Kent,WA,98032,253-859-0300,False,False,True,True,True,False,False,True,False,Low Cost
Refugee Womens Alliance — Center for Social Emotional Wellbeing,Kent,WA,98032,206-496-4330,False,False,False,False,False,False,False,False,False,Unknown
Sea Mar Behavioral Health — Kent/Sea Mar Community Health Centers,Kent,WA,98030,206-764-8019,False,False,True,True,False,False,False,True,True,Free/No Cost
Sound — Kent,Kent,WA,98032,206-901-2000,False,True,False,True,True,False,False,False,False,Low Cost
Newport Academy,Kirkland,WA,98034,877-820-6371,False,False,True,True,False,False,False,False,False,Medium Cost
Newport Academy,Kirkland,WA,98033,877-820-6371,False,False,True,True,False,False,False,False,False,Medium Cost
Youth Eastside Services (YES),Kirkland,WA,98034,425-827-4937,False,False,True,True,True,True,False,True,False,Low Cost
ACTS Behavioral Health and — Recovery Center,Lakewood,WA,98499,253-302-3826,False,False,False,True,False,False,False,True,True,Free/No Cost
Child Study and Treatment Center,Lakewood,WA,98498,253-756-2504,False,False,True,True,True,False,False,False,False,Low Cost
UVCares Behavioral Health Clinic,Leavenworth,WA,98826,509-300-1113,False,False,True,True,False,False,False,True,True,Free/No Cost
Willapa Behavioral Health and Wellness — Long Beach Office,Long Beach,WA,98631,360-642-3787,False,True,True,True,True,True,False,True,False,Low Cost
Awakenings Inc,Longview,WA,98632,360-423-2806,False,False,True,True,True,False,False,True,True,Free/No Cost
Columbia Wellness — Longview Main,Longview,WA,98632,360-423-0203,False,True,True,True,True,False,False,False,False,Low Cost
Columbia Wellness — Outpatient and WRC,Longview,WA,98632,360-423-0203,False,True,True,True,True,False,False,False,False,Low Cost
Community Integrated Health Services,Longview,WA,98632,855-303-4834,False,True,False,True,False,False,False,True,False,Low Cost
CORE Health — Ascent Youth Activity Center,Longview,WA,98632,360-998-2047,False,True,False,True,False,False,False,False,False,Medium Cost
CORE Health — Extended Support Services,Longview,WA,98632,360-998-2063,False,True,False,True,False,False,False,False,False,Medium Cost
CORE Health — Main,Longview,WA,98632,360-200-5419,False,True,False,True,False,False,False,False,False,Medium Cost
Compass Health — Lynnwood Adult Services,Lynnwood,WA,98036,800-457-9303,False,False,False,False,False,False,False,False,False,Unknown
Compass Health — Lynnwood Child and Family Clinic,Lynnwood,WA,98036,800-457-9303,False,False,False,False,False,False,False,False,False,Unknown
Compass Health — Marysville PACT and ECS,Marysville,WA,98270,800-457-9316,False,True,True,True,True,False,False,False,False,Low Cost
Renew — Mattawa,Mattawa,WA,99349,509-932-0100 x5436,False,True,True,True,False,True,False,False,False,Medium Cost
Eastern State Hospital,Medical Lake,WA,99022,509-565-4000,False,True,True,True,False,True,False,False,False,Medium Cost
ReSTART Life — Serenity Mountain Sky Ridge,Monroe,WA,98272,800-682-6934,False,False,True,True,False,False,False,False,False,Medium Cost
ReSTART Life — Serenity Mountain Wood Creek,Monroe,WA,98272,800-682-6934,False,False,True,True,False,False,False,False,False,Medium Cost
Willapa Behavioral Health and Wellness — Montesano Office,Montesano,WA,98563,360-642-3787,False,True,True,True,False,True,False,True,False,Low Cost
Cascade Community Healthcare,Morton,WA,98356,360-496-5157,False,True,True,True,False,False,False,False,False,Medium Cost
Renew — Moses Lake/Main,Moses Lake,WA,98837,509-765-9239 x5436,False,True,True,True,True,True,False,True,False,Low Cost
Eugenia Center — Mossyrock,Mossyrock,WA,98564,360-492-4200,False,False,True,True,True,False,False,True,True,Free/No Cost
Sunrise Services Inc — Mountlake Terrace,Mountlake Terrace,WA,98043,425-595-5200,False,True,False,True,False,False,False,True,False,Low Cost
Compass Health — Skagit Adult Services,Mount Vernon,WA,98273,800-457-9303,False,False,False,False,False,False,False,False,False,Unknown
Compass Health — Skagit Child and Family Services,Mount Vernon,WA,98273,800-457-9303,False,False,False,False,False,False,False,False,False,Unknown
Compass Health — Skagit PACT Program,Mount Vernon,WA,98273,800-457-9303,False,False,False,False,False,False,False,False,False,Unknown
Compass Health — Wise Teal,Mount Vernon,WA,98273,800-457-9303,False,True,True,True,True,False,False,False,False,Low Cost
Consejo Counseling and Referral Servs — Mount Vernon,Mount Vernon,WA,98273,360-763-5595,False,False,False,True,False,False,False,False,True,Free/No Cost
Sea Mar Behavioral Health,Mount Vernon,WA,98273,360-542-8810,False,False,True,True,True,False,False,True,False,Low Cost
Skagit Valley Hospital,Mount Vernon,WA,98273,360-424-4111,False,True,True,True,True,True,False,False,False,Low Cost
Sunrise Services Inc — Mount Vernon College Way,Mount Vernon,WA,98273,425-595-5200,False,False,False,True,False,False,False,True,False,Low Cost
Compass Health — Mukilteo Evaluation and Treatment Ctr,Mukilteo,WA,98275,800-457-9303,False,True,True,False,False,False,False,False,False,Medium Cost
Pend Oreille County Counseling Servs,Newport,WA,99156,509-447-5651,False,False,True,True,False,False,False,True,False,Low Cost
Friends of Youth — North Bend,North Bend,WA,98045,425-392-6367,False,False,True,True,True,False,False,True,False,Low Cost
Sea Mar Behavioral Health — Oak Harbor,Oak Harbor,WA,98277,360-679-7676,False,False,True,True,True,False,False,False,False,Low Cost
Sunrise Services Inc,Oak Harbor,WA,98277,425-347-3149,False,False,False,True,True,True,False,False,False,Low Cost
Behavioral Health Resources — Martin Way,Olympia,WA,98506,360-704-7170,False,True,True,True,True,False,False,False,False,Low Cost
Community Youth Services,Olympia,WA,98506,360-943-0780,False,False,False,False,False,False,False,False,True,Free/No Cost
Northwest Resources II Inc,Olympia,WA,98506,360-918-8336,False,True,True,True,True,False,False,True,False,Low Cost
Northwest Resources II Inc — Lacey,Olympia,WA,98506,360-688-7312,False,True,True,True,True,False,False,True,False,Low Cost
Northwest Resources II Inc — Olympia Main,Olympia,WA,98502,360-943-8810,False,False,True,True,True,False,False,True,False,Low Cost
Sea Mar Community Health Centers — Tumwater Mental Health,Olympia,WA,98512,360-704-7590,False,False,True,True,True,False,False,True,True,Free/No Cost
Telecare Tumwater E and T,Olympia,WA,98512,360-943-1907,False,True,True,True,True,False,False,False,False,Low Cost
Okanogan Behavioral Healthcare,Omak,WA,98841,509-826-6191,False,True,True,True,True,True,False,True,False,Low Cost
Adams Cnty Integrated Healthcare Servs,Othello,WA,99344,509-488-4074,False,False,True,True,True,False,False,True,True,Free/No Cost
Comprehensive Healthcare — Pasco Campus,Pasco,WA,99301,509-412-1051,False,True,True,True,True,False,False,True,False,Low Cost
Lutheran Community Services — Tri Cities Office,Pasco,WA,99301,509-735-6446,False,False,False,False,False,False,False,False,False,Unknown
Tri Cities Community Health — Behavioral Medicine Department,Pasco,WA,99301,509-545-6506,False,True,True,True,False,False,False,True,False,Low Cost
Quality Behavioral Health,Pomeroy,WA,99347,509-843-3791,False,True,True,True,True,False,False,False,False,Low Cost
North Olympic Healthcare Network — Expanded Services Building,Port Angeles,WA,98362,360-452-7891,False,True,True,True,True,True,False,True,True,Free/No Cost
Peninsula Behavioral Health,Port Angeles,WA,98362,360-457-0431,False,True,True,True,True,True,False,True,True,Free/No Cost
Newport Academy,Port Townsend,WA,98368,877-820-6371,False,False,True,True,False,False,False,False,False,Medium Cost
Palouse River Counseling,Pullman,WA,99163,509-334-1133,False,True,True,True,True,True,False,True,True,Free/No Cost
MultiCare Behavioral Health — Luckett House ARTF,Puyallup,WA,98372,253-848-0880,False,False,False,False,False,False,False,False,False,Unknown
Renew — Quincy,Quincy,WA,98848,509-787-4466,False,True,True,True,False,True,False,False,False,Medium Cost
Community Integrated Health Services,Raymond,WA,98577,800-392-6298,False,True,False,True,False,False,False,True,False,Low Cost
Willapa Behavioral Health and Wellness — Raymond Office,Raymond,WA,98577,360-942-2303,False,True,True,True,True,True,False,True,False,Low Cost
Youth Eastside Services (YES),Redmond,WA,98052,425-747-4937,False,False,True,True,True,True,False,True,False,Low Cost
Catholic Charities Serving Central WA — Richland,Richland,WA,99354,509-946-4645,False,True,True,True,True,True,False,True,True,Free/No Cost
Jonathan M Wainwright VAMC — Richland CBOC,Richland,WA,99352,509-946-1020,False,False,False,False,False,False,False,True,True,Free/No Cost
Renew — Royal City,Royal City,WA,99357,509-913-3059 x5436,False,True,True,True,False,True,False,False,False,Medium Cost
Asian Counseling and Referral Service,Seattle,WA,98144,206-695-7600,False,True,True,True,True,False,False,False,False,Low Cost
Atlantic Street Center,Seattle,WA,98144,206-329-2050,False,False,False,False,False,False,False,False,False,Unknown
Catholic Community Services — CReW Program,Seattle,WA,98101,206-956-9570,False,False,False,False,False,False,False,False,False,Unknown
Eleanor Health,Seattle,WA,98122,206-594-1065,False,True,True,True,True,True,False,False,False,Low Cost
Harborview Medical Center — Behavioral Health,Seattle,WA,98104,206-744-9696,False,True,True,True,True,True,False,False,False,Low Cost
Harborview Medical Center — Inpatient Psychiatry,Seattle,WA,98104,206-744-8470,False,True,True,True,True,True,False,False,False,Low Cost
Navos — Lake Burien Campus,Seattle,WA,98166,206-257-6715,False,True,True,True,True,False,False,False,False,Low Cost
Navos — Outpatient Services,Seattle,WA,98166,206-257-6601,False,True,True,True,True,False,False,False,False,Low Cost
Refugee Womens Alliance — Center for Social Emotional Wellbeing,Seattle,WA,98188,206-496-4330,False,False,False,False,False,False,False,False,False,Unknown
Ryther,Seattle,WA,98115,206-525-5050,False,False,True,True,False,False,False,True,False,Low Cost
Sea Mar Behavioral Health — White Center,Seattle,WA,98106,206-965-1055,False,False,False,True,True,False,False,False,False,Low Cost
Seattle Office — Social Impact Center,Seattle,WA,98144,206-382-5340,False,False,True,True,False,False,False,True,True,Free/No Cost
Sound — Broadway,Seattle,WA,98122,206-901-2000,False,True,False,True,True,False,False,False,False,Low Cost
Sound — Capitol Hill Main,Seattle,WA,98122,206-901-2000,False,True,False,True,True,False,False,False,False,Low Cost
