facility_id,facility_name,address,city,state,zip,phone,google_maps_url,combined_text
T01034,Southwest Connecticut Mental Health System,115 Middle Street,Bridgeport,CT,06604,2035797300,https://www.google.com/maps/place/Southwest+Connecticut+Mental+Health+System/data=!4m7!3m6!1s0x89e80e70af7d028d:0x39c4bb816e165841!8m2!3d41.1795366!4d-73.188788!16s%2Fg%2F1yg4m14z8!19sChIJjQJ9r3AO6IkRQVgWboG7xDk?authuser=0&hl=zh-CN&rclk=1,southwest connecticut mental health system 115 middle street bridgeport ct 06604 2035797300 mental health behavioral health counseling therapy psychiatry psychology
T01035,Southwest Integrated Behavioral Health LLC,4101 Jefferson Plaza Northeast,Albuquerque,NM,87109,5052474900,https://www.google.com/maps/place/Southwest+Integrated+Behavioral+Health+LLC/data=!4m7!3m6!1s0x87220cbf3bde6395:0xe45cb556b15d5da4!8m2!3d35.1508489!4d-106.5946407!16s%2Fg%2F1tv24ly0!19sChIJlWPeO78MIocRpF1dsVa1XOQ?authuser=0&hl=zh-CN&rclk=1,southwest integrated behavioral health llc 4101 jefferson plaza northeast albuquerque nm 87109 5052474900 mental health behavioral health counseling therapy psychiatry psychology
T01036,Southwestern Behavioral Healthcare,4078 John Street,Evansville,IN,47714,8124765437,https://www.google.com/maps/place/Southwestern+Behavioral+Healthcare/data=!4m7!3m6!1s0x886e2ae04b5e15bd:0x12926af41fa146!8m2!3d37.9760111!4d-87.49995!16s%2Fg%2F1tgptc74!19sChIJvRVeS-AqbogRRqEf9GqSEgA?authuser=0&hl=zh-CN&rclk=1,southwestern behavioral healthcare 4078 john street evansville in 47714 8124765437 mental health behavioral health counseling therapy psychiatry psychology
T01037,Spectra Behavioral Health,10820 Harney Street,Omaha,NE,68154,4022048049,https://www.google.com/maps/place/Spectra+Behavioral+Health/data=!4m7!3m6!1s0x8793ed6b2da51235:0x5661c461492da0c5!8m2!3d41.2569446!4d-96.0801008!16s%2Fg%2F11r3slyxxm!19sChIJNRKlLWvtk4cRxaAtSWHEYVY?authuser=0&hl=zh-CN&rclk=1,spectra behavioral health 10820 harney street omaha ne 68154 4022048049 mental health behavioral health counseling therapy psychiatry psychology
T01038,Spectrum Behavioral Health,2431 Solomons Island Road,Annapolis,MD,21401,4107572077,https://www.google.com/maps/place/Spectrum+Behavioral+Health/data=!4m7!3m6!1s0x89b7f77f8a33ad4f:0xc03e683e5ace40a4!8m2!3d38.9764754!4d-76.5396003!16s%2Fg%2F1tgcssfz!19sChIJT60zin_3t4kRpEDOWj5oPsA?authuser=0&hl=zh-CN&rclk=1,spectrum behavioral health 2431 solomons island road annapolis md 21401 4107572077 mental health behavioral health counseling therapy psychiatry psychology
T01039,"Spectrum Behavioral Health, LLC",East River Trail,Bellevue,WI,54301,9207842644,"https://www.google.com/maps/place/Spectrum+Behavioral+Health,+LLC/data=!4m7!3m6!1s0x8802e4b847ccd101:0x1b469ab7ed5bc488!8m2!3d44.4742762!4d-88.000843!16s%2Fg%2F11b7dzcgry!19sChIJAdHMR7jkAogRiMRb7beaRhs?authuser=0&hl=zh-CN&rclk=1","spectrum behavioral health, llc east river trail bellevue wi 54301 9207842644 mental health behavioral health counseling therapy psychiatry psychology"
T01040,Spectrum Mental Wellness,Galvin East Frontage Road,Bellevue,NE,68005,4029396623,https://www.google.com/maps/place/Spectrum+Mental+Wellness/data=!4m7!3m6!1s0x879389e6ffac6941:0x12f257abe954983a!8m2!3d41.1519514!4d-95.9169144!16s%2Fg%2F11khtjzmvw!19sChIJQWms_-aJk4cROphU6atX8hI?authuser=0&hl=zh-CN&rclk=1,spectrum mental wellness galvin east frontage road bellevue ne 68005 4029396623 mental health behavioral health counseling therapy psychiatry psychology
T01041,Spellman Child Development Center,7000 Mercy Road,Omaha,NE,68124,4023902028,https://www.google.com/maps/place/Spellman+Child+Development+Center/data=!4m7!3m6!1s0x87938c5147e5b069:0xe3436558d90916b6!8m2!3d41.238436!4d-96.020369!16s%2Fg%2F1w45633_!19sChIJabDlR1GMk4cRthYJ2VhlQ-M?authuser=0&hl=zh-CN&rclk=1,spellman child development center 7000 mercy road omaha ne 68124 4023902028 mental health behavioral health counseling therapy psychiatry psychology
T01042,Springwoods Behavioral Health,1955 West Truckers Drive,Fayetteville,AR,72704,4799736000,https://www.google.com/maps/place/Springwoods+Behavioral+Health/data=!4m7!3m6!1s0x87c96c2953c75d39:0x86c5309dd5d64da1!8m2!3d36.1084513!4d-94.1868971!16s%2Fg%2F11bbwjx3zh!19sChIJOV3HUylsyYcRoU3W1Z0wxYY?authuser=0&hl=zh-CN&rclk=1,springwoods behavioral health 1955 west truckers drive fayetteville ar 72704 4799736000 mental health behavioral health counseling therapy psychiatry psychology
T01043,Spurwink Adult Behavioral Health,62 Elm Street,Portland,ME,04101,2075352096,https://www.google.com/maps/place/Spurwink+Adult+Behavioral+Health/data=!4m7!3m6!1s0x4cb29d014381c3e9:0x9e4b7a2cbb017016!8m2!3d43.6591122!4d-70.2612828!16s%2Fg%2F11v0vsvm04!19sChIJ6cOBQwGdskwRFnABuyx6S54?authuser=0&hl=zh-CN&rclk=1,spurwink adult behavioral health 62 elm street portland me 04101 2075352096 mental health behavioral health counseling therapy psychiatry psychology
T01044,St. Louis Psychiatric Rehabilitation Center,Arsenal Street,Saint Louis,MO,63139,3148776500,https://www.google.com/maps/place/St.+Louis+Psychiatric+Rehabilitation+Center/data=!4m7!3m6!1s0x87d8b5a20b3eb149:0x6a554249000bfcc8!8m2!3d38.6044809!4d-90.2776947!16s%2Fg%2F1tf0r4mw!19sChIJSbE-C6K12IcRyPwLAElCVWo?authuser=0&hl=zh-CN&rclk=1,st. louis psychiatric rehabilitation center arsenal street saint louis mo 63139 3148776500 mental health behavioral health counseling therapy psychiatry psychology
T01045,"St. Luke's Clinic - Behavioral Health: Boise, W Myrtle St",1109 West Myrtle Street,Boise,ID,83702,2087066375,"https://www.google.com/maps/place/St.+Luke%27s+Clinic+-+Behavioral+Health:+Boise,+W+Myrtle+St/data=!4m7!3m6!1s0x54aef8ea31ae5cd5:0x55da6950fb6775a2!8m2!3d43.6151496!4d-116.2108385!16s%2Fg%2F124t476np!19sChIJ1VyuMer4rlQRonVn-1Bp2lU?authuser=0&hl=zh-CN&rclk=1","st. luke's clinic - behavioral health: boise, w myrtle st 1109 west myrtle street boise id 83702 2087066375 mental health behavioral health counseling therapy psychiatry psychology"
T01046,St. Vincent's Inpatient/Outpatient Behavioral Health Services,2400 Main Street,Bridgeport,CT,06606,2033623900,https://www.google.com/maps/place/St.+Vincent%27s+Inpatient%2FOutpatient+Behavioral+Health+Services/data=!4m7!3m6!1s0x89e80e8950452673:0x22f417276c6b39ea!8m2!3d41.1956976!4d-73.199258!16s%2Fg%2F11byx7yfgz!19sChIJcyZFUIkO6IkR6jlrbCcX9CI?authuser=0&hl=zh-CN&rclk=1,st. vincent's inpatient/outpatient behavioral health services 2400 main street bridgeport ct 06606 2033623900 mental health behavioral health counseling therapy psychiatry psychology
T01047,Starr Counseling,Washburn Street,Missoula,MT,59801,4065440432,https://www.google.com/maps/place/Starr+Counseling/data=!4m7!3m6!1s0x535dcd92fa3fffff:0xee5e1338d24fa751!8m2!3d46.8457121!4d-114.0198362!16s%2Fg%2F11f1dz92ft!19sChIJ__8_-pLNXVMRUadP0jgTXu4?authuser=0&hl=zh-CN&rclk=1,starr counseling washburn street missoula mt 59801 4065440432 mental health behavioral health counseling therapy psychiatry psychology
T01048,State Street TMS,147 State Street,Montpelier,VT,05602,8024190500,https://www.google.com/maps/place/State+Street+TMS/data=!4m7!3m6!1s0x4cb5a741f776481b:0xa460e5a6a5cda560!8m2!3d44.2625062!4d-72.5847206!16s%2Fg%2F11x0j5z42n!19sChIJG0h290GntUwRYKXNpablYKQ?authuser=0&hl=zh-CN&rclk=1,state street tms 147 state street montpelier vt 05602 8024190500 mental health behavioral health counseling therapy psychiatry psychology
T01049,Stormont Vail Behavioral Health Center,3707 Southwest 6th Avenue,Topeka,KS,66606,7852704600,https://www.google.com/maps/place/Stormont+Vail+Behavioral+Health+Center/data=!4m7!3m6!1s0x87bf027dba88d475:0xd0583f5bab5c6af5!8m2!3d39.0577363!4d-95.722866!16s%2Fg%2F1tdlhtq2!19sChIJddSIun0Cv4cR9Wpcq1s_WNA?authuser=0&hl=zh-CN&rclk=1,stormont vail behavioral health center 3707 southwest 6th avenue topeka ks 66606 7852704600 mental health behavioral health counseling therapy psychiatry psychology
T01050,Summit Health and Wellness Center,2911 Adams Road,Norman,OK,73069,4053103735,https://www.google.com/maps/place/Summit+Health+and+Wellness+Center/data=!4m7!3m6!1s0x87b26b8b1e819641:0x623c1ead0e140566!8m2!3d35.273404!4d-97.483109!16s%2Fg%2F11fj5m72xv!19sChIJQZaBHotrsocRZgUUDq0ePGI?authuser=0&hl=zh-CN&rclk=1,summit health and wellness center 2911 adams road norman ok 73069 4053103735 mental health behavioral health counseling therapy psychiatry psychology
T01051,Sunflower Counseling Montana,Crestview Lane,Missoula,MT,59801,4062143810,https://www.google.com/maps/place/Sunflower+Counseling+Montana/data=!4m7!3m6!1s0x535dcd5ec09af45b:0x1546cebb7f1f7d5b!8m2!3d46.8373482!4d-114.009838!16s%2Fg%2F11qsb4tcnj!19sChIJW_SawF7NXVMRW30ff7vORhU?authuser=0&hl=zh-CN&rclk=1,sunflower counseling montana crestview lane missoula mt 59801 4062143810 mental health behavioral health counseling therapy psychiatry psychology
T01052,Sunflower Psychiatric & Mental Health Services,11840 Nicholas Street,Omaha,NE,68154,4027690880,https://www.google.com/maps/place/Sunflower+Psychiatric+%26+Mental+Health+Services/data=!4m7!3m6!1s0x8793f3e19455a61f:0x1b7dc54e1ba2af19!8m2!3d41.268997!4d-96.099596!16s%2Fg%2F11rdh67g37!19sChIJH6ZVlOHzk4cRGa-iG07FfRs?authuser=0&hl=zh-CN&rclk=1,sunflower psychiatric & mental health services 11840 nicholas street omaha ne 68154 4027690880 mental health behavioral health counseling therapy psychiatry psychology
T01053,Sunset Mental Health Services,1990 41st Avenue,San Francisco,CA,94116,4157537400,https://www.google.com/maps/place/Sunset+Mental+Health+Services/data=!4m7!3m6!1s0x80858787100fbfcb:0x7882adb490980e08!8m2!3d37.7498482!4d-122.4995357!16s%2Fg%2F1vfp8fgp!19sChIJy78PEIeHhYARCA6YkLStgng?authuser=0&hl=zh-CN&rclk=1,sunset mental health services 1990 41st avenue san francisco ca 94116 4157537400 mental health behavioral health counseling therapy psychiatry psychology
T01054,Synaptic Psych (Nashville Center for Hope & Healing),2127 Belcourt Avenue,Nashville,TN,37212,6153798600,https://www.google.com/maps/place/Synaptic+Psych+%28Nashville+Center+for+Hope+%26+Healing%29/data=!4m7!3m6!1s0x886466a1cb1de30b:0x1ebb35b9da2c212b!8m2!3d36.1366375!4d-86.8030779!16s%2Fg%2F11r8p6syx!19sChIJC-Mdy6FmZIgRKyEs2rk1ux4?authuser=0&hl=zh-CN&rclk=1,synaptic psych (nashville center for hope & healing) 2127 belcourt avenue nashville tn 37212 6153798600 mental health behavioral health counseling therapy psychiatry psychology
T01055,TH Mental Health,2041 West Iles Avenue,Springfield,IL,62704,2177182910,https://www.google.com/maps/place/TH+Mental+Health/data=!4m7!3m6!1s0x887539ed7cf3e1ed:0xbf9e6f6197bae8c2!8m2!3d39.7702542!4d-89.6920359!16s%2Fg%2F11xhb5xbd1!19sChIJ7eHzfO05dYgRwui6l2Fvnr8?authuser=0&hl=zh-CN&rclk=1,th mental health 2041 west iles avenue springfield il 62704 2177182910 mental health behavioral health counseling therapy psychiatry psychology
T01056,TMS Huntsville,5139 Research Drive Northwest,Huntsville,AL,35805,2567221999,https://www.google.com/maps/place/TMS+Huntsville/data=!4m7!3m6!1s0x886269530faa8233:0x371c7eb73b5b88bf!8m2!3d34.7308796!4d-86.6680733!16s%2Fg%2F11bx5v2tb7!19sChIJM4KqD1NpYogRv4hbO7d-HDc?authuser=0&hl=zh-CN&rclk=1,tms huntsville 5139 research drive northwest huntsville al 35805 2567221999 mental health behavioral health counseling therapy psychiatry psychology
T01057,TMS New Mexico,Paseo de Peralta,Santa Fe,NM,87501,5055056566,https://www.google.com/maps/place/TMS+New+Mexico/data=!4m7!3m6!1s0x87185145f6717d29:0xef059db0098325b3!8m2!3d35.6920657!4d-105.9423109!16s%2Fg%2F11vsv4jqxy!19sChIJKX1x9kVRGIcRsyWDCbCdBe8?authuser=0&hl=zh-CN&rclk=1,tms new mexico paseo de peralta santa fe nm 87501 5055056566 mental health behavioral health counseling therapy psychiatry psychology
T01058,Tallahassee Counseling Center,2888 Mahan Drive,Tallahassee,FL,32308,8503859046,https://www.google.com/maps/place/Tallahassee+Counseling+Center/data=!4m7!3m6!1s0x88ec5f1d0bb8917f:0xe6b325693a7820c7!8m2!3d30.460902!4d-84.2294911!16s%2Fg%2F11bt_jtfc3!19sChIJf5G4Cx1f7IgRxyB4Omkls-Y?authuser=0&hl=zh-CN&rclk=1,tallahassee counseling center 2888 mahan drive tallahassee fl 32308 8503859046 mental health behavioral health counseling therapy psychiatry psychology
T01059,Tallahassee Memorial Behavioral Health Center,1616 Physicians Drive,Tallahassee,FL,32308,8504315105,https://www.google.com/maps/place/Tallahassee+Memorial+Behavioral+Health+Center/data=!4m7!3m6!1s0x88ec5f6ff0df15f3:0x63a1a70a1b2e50ab!8m2!3d30.4603795!4d-84.2593627!16s%2Fg%2F1v940x0c!19sChIJ8xXf8G9f7IgRq1AuGwqnoWM?authuser=0&hl=zh-CN&rclk=1,tallahassee memorial behavioral health center 1616 physicians drive tallahassee fl 32308 8504315105 mental health behavioral health counseling therapy psychiatry psychology
T01060,Tanager Mental Wellbeing Clinic,5th Avenue Southeast,Cedar Rapids,IA,52403,3192864545,https://www.google.com/maps/place/Tanager+Mental+Wellbeing+Clinic/data=!4m7!3m6!1s0x87e4f736157e7187:0xa5971bc347b79070!8m2!3d41.9814285!4d-91.6552183!16s%2Fg%2F1vtqwnfb!19sChIJh3F-FTb35IcRcJC3R8Mbl6U?authuser=0&hl=zh-CN&rclk=1,tanager mental wellbeing clinic 5th avenue southeast cedar rapids ia 52403 3192864545 mental health behavioral health counseling therapy psychiatry psychology
T01061,TeleMind,West Washington Avenue,Las Vegas,NV,88128,7253332411,https://www.google.com/maps/place/TeleMind/data=!4m7!3m6!1s0x80c8c141d814b8ab:0xc5b9cc3a45c00a0c!8m2!3d36.1803648!4d-115.2416664!16s%2Fg%2F11gn223k2h!19sChIJq7gU2EHByIARDArARTrMucU?authuser=0&hl=zh-CN&rclk=1,telemind west washington avenue las vegas nv 88128 7253332411 mental health behavioral health counseling therapy psychiatry psychology
T01062,TeleMind,888 West 2nd Street,Reno,NV,89503,8009500026,https://www.google.com/maps/place/TeleMind/data=!4m7!3m6!1s0x8099471a5cf4e323:0xa2a0ba37e9a0342f!8m2!3d39.5246531!4d-119.8241253!16s%2Fg%2F11jpxbq6zj!19sChIJI-P0XBpHmYARLzSg6Te6oKI?authuser=0&hl=zh-CN&rclk=1,telemind 888 west 2nd street reno nv 89503 8009500026 mental health behavioral health counseling therapy psychiatry psychology
T01063,"Tenfold Counseling Group, LLC",124 East Missouri Avenue,Kansas City,MO,64106,8164232593,"https://www.google.com/maps/place/Tenfold+Counseling+Group,+LLC/data=!4m7!3m6!1s0x87c0ef0fcc8535a1:0x48710c67311cffe1!8m2!3d39.107935!4d-94.580331!16s%2Fg%2F11cn0n97mc!19sChIJoTWFzA_vwIcR4f8cMWcMcUg?authuser=0&hl=zh-CN&rclk=1","tenfold counseling group, llc 124 east missouri avenue kansas city mo 64106 8164232593 mental health behavioral health counseling therapy psychiatry psychology"
T01064,Texas Health Behavioral Health Hospital Dallas,8200 Walnut Hill Lane,Dallas,TX,75231,2143457355,https://www.google.com/maps/place/Texas+Health+Behavioral+Health+Hospital+Dallas/data=!4m7!3m6!1s0x864e9fe95e03fbaf:0xa21035bab16d0c94!8m2!3d32.881145!4d-96.7624479!16s%2Fg%2F1tf1p7j4!19sChIJr_sDXumfToYRlAxtsbo1EKI?authuser=0&hl=zh-CN&rclk=1,texas health behavioral health hospital dallas 8200 walnut hill lane dallas tx 75231 2143457355 mental health behavioral health counseling therapy psychiatry psychology
T01065,The Baton Rouge Clinic Psychiatry,Perkins Place Court,Baton Rouge,LA,70808,2257694044,https://www.google.com/maps/place/The+Baton+Rouge+Clinic+Psychiatry/data=!4m7!3m6!1s0x8626a102caeb03a9:0x960c7d7c436aeb7d!8m2!3d30.3968614!4d-91.1114382!16s%2Fg%2F11h2l8lyvp!19sChIJqQPrygKhJoYRfetqQ3x9DJY?authuser=0&hl=zh-CN&rclk=1,the baton rouge clinic psychiatry perkins place court baton rouge la 70808 2257694044 mental health behavioral health counseling therapy psychiatry psychology
T01066,The Behavioral Wellness Center at Girard,North 8th Street,Philadelphia,PA,19122,2157872000,https://www.google.com/maps/place/The+Behavioral+Wellness+Center+at+Girard/data=!4m7!3m6!1s0x89c6c876a49c3f33:0x6d7c67378a9abbe6!8m2!3d39.9711839!4d-75.1501384!16s%2Fg%2F1tlkd9zp!19sChIJMz-cpHbIxokR5ruaijdnfG0?authuser=0&hl=zh-CN&rclk=1,the behavioral wellness center at girard north 8th street philadelphia pa 19122 2157872000 mental health behavioral health counseling therapy psychiatry psychology
T01067,The Berman Center: Outpatient Mental Health & Addiction Treatment in Atlanta,6465 Powers Ferry Road Northwest,Sandy Springs,GA,30339,8669222089,https://www.google.com/maps/place/The+Berman+Center:+Outpatient+Mental+Health+%26+Addiction+Treatment+in+Atlanta/data=!4m7!3m6!1s0x88f509589ac945db:0x7077a1458db0c979!8m2!3d33.9045249!4d-84.4328903!16s%2Fg%2F11g9q1rhk2!19sChIJ20XJmlgJ9YgRecmwjUWhd3A?authuser=0&hl=zh-CN&rclk=1,the berman center: outpatient mental health & addiction treatment in atlanta 6465 powers ferry road northwest sandy springs ga 30339 8669222089 mental health behavioral health counseling therapy psychiatry psychology
T01068,The Black Mental Health Corp.,13116 Shaker Square,Cleveland,OH,44120,2165120321,https://www.google.com/maps/place/The+Black+Mental+Health+Corp./data=!4m7!3m6!1s0x8830fc8fe1447699:0x30b73bdd329516c1!8m2!3d41.4832646!4d-81.5914574!16s%2Fg%2F11gphlblzj!19sChIJmXZE4Y_8MIgRwRaVMt07tzA?authuser=0&hl=zh-CN&rclk=1,the black mental health corp. 13116 shaker square cleveland oh 44120 2165120321 mental health behavioral health counseling therapy psychiatry psychology
T01069,The Carolina Center for Behavioral Health,East Phillips Road,Greenville County,SC,29650,8642352335,https://www.google.com/maps/place/The+Carolina+Center+for+Behavioral+Health/data=!4m7!3m6!1s0x885829ee59e72657:0x14308444a50db171!8m2!3d34.864986!4d-82.229219!16s%2Fg%2F1tgkh_k6!19sChIJVybnWe4pWIgRcbENpUSEMBQ?authuser=0&hl=zh-CN&rclk=1,the carolina center for behavioral health east phillips road greenville county sc 29650 8642352335 mental health behavioral health counseling therapy psychiatry psychology
T01070,The Center For Growth / Therapy in Santa Fe NM,2204 Brothers Road,Santa Fe,NM,87504,2673249564,https://www.google.com/maps/place/The+Center+For+Growth+%2F+Therapy+in+Santa+Fe+NM/data=!4m7!3m6!1s0x8718516cfcfff69d:0x4767dd878ded42a4!8m2!3d35.6511979!4d-105.9526146!16s%2Fg%2F11q9dbcsy8!19sChIJnfb__GxRGIcRpELtjYfdZ0c?authuser=0&hl=zh-CN&rclk=1,the center for growth / therapy in santa fe nm 2204 brothers road santa fe nm 87504 2673249564 mental health behavioral health counseling therapy psychiatry psychology
T01071,The Children's Center Utah,3737 4100 South,West Valley City,UT,84120,8015825534,https://www.google.com/maps/place/The+Children%27s+Center+Utah/data=!4m7!3m6!1s0x87525f99d7e4a083:0xc55ac559c5f34fc2!8m2!3d40.6812982!4d-111.9802883!16s%2Fg%2F1hm3flk6z!19sChIJg6Dk15lfUocRwk_zxVnFWsU?authuser=0&hl=zh-CN&rclk=1,the children's center utah 3737 4100 south west valley city ut 84120 8015825534 mental health behavioral health counseling therapy psychiatry psychology
T01072,The Clinic for Mental Health & Wellness,502 South 4th Street,Laramie,WY,82070,3077551000,https://www.google.com/maps/place/The+Clinic+for+Mental+Health+%26+Wellness/data=!4m7!3m6!1s0x8768901fb354b7d9:0xb90684fb727f4ebf!8m2!3d41.308934!4d-105.5928!16s%2Fg%2F1v6p9b4h!19sChIJ2bdUsx-QaIcRv05_cvuEBrk?authuser=0&hl=zh-CN&rclk=1,the clinic for mental health & wellness 502 south 4th street laramie wy 82070 3077551000 mental health behavioral health counseling therapy psychiatry psychology
T01073,The Couch Immediate Mental Health Care,2327 Lime Kiln Lane,Northfield,KY,40222,5024144557,https://www.google.com/maps/place/The+Couch+Immediate+Mental+Health+Care/data=!4m7!3m6!1s0x886975a37da5dc4f:0xa55974342d3c2e8c!8m2!3d38.2859126!4d-85.6274287!16s%2Fg%2F1pv2khlpw!19sChIJT9ylfaN1aYgRjC48LTR0WaU?authuser=0&hl=zh-CN&rclk=1,the couch immediate mental health care 2327 lime kiln lane northfield ky 40222 5024144557 mental health behavioral health counseling therapy psychiatry psychology
T01074,"The Counseling Place at Lone Tree, Castle Pines & Greenwood Village LLC",8200 East Belleview Avenue,Greenwood Village,CO,80111,3032410421,"https://www.google.com/maps/place/The+Counseling+Place+at+Lone+Tree,+Castle+Pines+%26+Greenwood+Village+LLC/data=!4m7!3m6!1s0x876c86f6d26fffff:0x9cc1fb2644e7e10!8m2!3d39.623243!4d-104.893767!16s%2Fg%2F11hd1mmll3!19sChIJ__9v0vaGbIcREH5OZLIfzAk?authuser=0&hl=zh-CN&rclk=1","the counseling place at lone tree, castle pines & greenwood village llc 8200 east belleview avenue greenwood village co 80111 3032410421 mental health behavioral health counseling therapy psychiatry psychology"
T01075,The Florida Psychiatric Center,1300 North West Shore Boulevard,Tampa,FL,33607,8136368300,https://www.google.com/maps/place/The+Florida+Psychiatric+Center/data=!4m7!3m6!1s0x88c2c257fd3062f3:0xd327aeed42b9c7f!8m2!3d27.9545913!4d-82.5247395!16s%2Fg%2F11c1rsfvmp!19sChIJ82Iw_VfCwogRf5wr1O56Mg0?authuser=0&hl=zh-CN&rclk=1,the florida psychiatric center 1300 north west shore boulevard tampa fl 33607 8136368300 mental health behavioral health counseling therapy psychiatry psychology
T01076,The Gandara Mental Health Center,2155 Main Street,Springfield,MA,01107,4137322120,https://www.google.com/maps/place/The+Gandara+Mental+Health+Center/data=!4m7!3m6!1s0x89e6e727ec322617:0x44895aa59390eefb!8m2!3d42.109353!4d-72.6004731!16s%2Fg%2F11bwzmjq4k!19sChIJFyYy7Cfn5okR--6Qk6VaiUQ?authuser=0&hl=zh-CN&rclk=1,the gandara mental health center 2155 main street springfield ma 01107 4137322120 mental health behavioral health counseling therapy psychiatry psychology
T01077,The Mental Health Center of Greater Manchester,1 Elliot Way,Manchester,NH,03103,6036684111,https://www.google.com/maps/place/The+Mental+Health+Center+of+Greater+Manchester/data=!4m7!3m6!1s0x89e24f0293ebe851:0x3aad7d9addfbe393!8m2!3d42.9845197!4d-71.4394599!16s%2Fg%2F1tg9p3x2!19sChIJUejrkwJP4okRk-P73Zp9rTo?authuser=0&hl=zh-CN&rclk=1,the mental health center of greater manchester 1 elliot way manchester nh 03103 6036684111 mental health behavioral health counseling therapy psychiatry psychology
T01078,The Mind & Body Consortium Dover,189 South State Street Alley,Dover,DE,19904,3026742380,https://www.google.com/maps/place/The+Mind+%26+Body+Consortium+Dover/data=!4m7!3m6!1s0x89c764aba9a6b841:0x9935041ca8c6bddf!8m2!3d39.1582886!4d-75.5249309!16s%2Fg%2F11c5848ktd!19sChIJQbimqatkx4kR373GqBwENZk?authuser=0&hl=zh-CN&rclk=1,the mind & body consortium dover 189 south state street alley dover de 19904 3026742380 mental health behavioral health counseling therapy psychiatry psychology
T01079,The Next Step Behavioral Health - Knoxville,Executive Park Drive,Knoxville,TN,37923,8653385384,https://www.google.com/maps/place/The+Next+Step+Behavioral+Health+-+Knoxville/data=!4m7!3m6!1s0x885c25fd33347b2f:0x1bd22977bb52bcf!8m2!3d35.922379!4d-84.0817706!16s%2Fg%2F11f7r2ydgn!19sChIJL3s0M_0lXIgRzyu1e5civQE?authuser=0&hl=zh-CN&rclk=1,the next step behavioral health - knoxville executive park drive knoxville tn 37923 8653385384 mental health behavioral health counseling therapy psychiatry psychology
T01080,The Nexus Group,5725 Forward Avenue,Pittsburgh,PA,15217,4122140042,https://www.google.com/maps/place/The+Nexus+Group/data=!4m7!3m6!1s0x8834f229f248cde5:0x1e43a23f98c309e9!8m2!3d40.4294846!4d-79.9242585!16s%2Fg%2F11b5yslsr4!19sChIJ5c1I8inyNIgR6QnDmD-iQx4?authuser=0&hl=zh-CN&rclk=1,the nexus group 5725 forward avenue pittsburgh pa 15217 4122140042 mental health behavioral health counseling therapy psychiatry psychology
T01081,The Scott Bieler Center at BestSelf,899 Main Street,Buffalo,NY,14203,7168420440,https://www.google.com/maps/place/The+Scott+Bieler+Center+at+BestSelf/data=!4m7!3m6!1s0x89d3124e5e92f3fd:0xf92704010fd779e1!8m2!3d42.8982646!4d-78.8699136!16s%2Fg%2F11f4mbhh3b!19sChIJ_fOSXk4S04kR4XnXDwEEJ_k?authuser=0&hl=zh-CN&rclk=1,the scott bieler center at bestself 899 main street buffalo ny 14203 7168420440 mental health behavioral health counseling therapy psychiatry psychology
T01082,The Stacie Mathewson Behavioral Health & Addiction Institute,85 Kirman Avenue,Reno,NV,89502,7759822862,https://www.google.com/maps/place/The+Stacie+Mathewson+Behavioral+Health+%26+Addiction+Institute/data=!4m7!3m6!1s0x809940a94c8c9ca1:0xa7de6ecae1ffbc7d!8m2!3d39.5262628!4d-119.7987574!16s%2Fg%2F1tlw99t3!19sChIJoZyMTKlAmYARfbz_4cpu3qc?authuser=0&hl=zh-CN&rclk=1,the stacie mathewson behavioral health & addiction institute 85 kirman avenue reno nv 89502 7759822862 mental health behavioral health counseling therapy psychiatry psychology
T01083,The Transformation Center,1088 Rogers Road,Memphis,TN,38018,9017551396,https://www.google.com/maps/place/The+Transformation+Center/data=!4m7!3m6!1s0x887f9c3b5d6c67e3:0x733b4e1f5b67be99!8m2!3d35.154812!4d-89.7860631!16s%2Fg%2F1vc_r3j1!19sChIJ42dsXTucf4gRmb5nWx9OO3M?authuser=0&hl=zh-CN&rclk=1,the transformation center 1088 rogers road memphis tn 38018 9017551396 mental health behavioral health counseling therapy psychiatry psychology
T01084,ThinkWell Therapy Center,1835 West Chandler Boulevard,Chandler,AZ,85224,4804090543,https://www.google.com/maps/place/ThinkWell+Therapy+Center/data=!4m7!3m6!1s0x872b00b154520b3f:0xe9deb9a492de5517!8m2!3d33.304524!4d-111.874513!16s%2Fg%2F11kc8mq8b3!19sChIJPwtSVLEAK4cRF1XekqS53uk?authuser=0&hl=zh-CN&rclk=1,thinkwell therapy center 1835 west chandler boulevard chandler az 85224 4804090543 mental health behavioral health counseling therapy psychiatry psychology
T01085,Thoroughbred Wellness and Recovery - Marietta Outpatient Drug Rehab,Johnson Ferry Road Northeast,Cobb County,GA,30068,7705644856,https://www.google.com/maps/place/Thoroughbred+Wellness+and+Recovery+-+Marietta+Outpatient+Drug+Rehab/data=!4m7!3m6!1s0x88f50d6662117131:0xd5b6a942ba228689!8m2!3d33.986357!4d-84.427616!16s%2Fg%2F11vy13ctrl!19sChIJMXERYmYN9YgRiYYiukKpttU?authuser=0&hl=zh-CN&rclk=1,thoroughbred wellness and recovery - marietta outpatient drug rehab johnson ferry road northeast cobb county ga 30068 7705644856 mental health behavioral health counseling therapy psychiatry psychology
