id,org,street,city,state,zip,context
,,,,,,1265929160	1000 Health Center Dr		Mattoon	IL	619384644	US	2172582440		2172582186
,,1972090868	Mayo Clinic 200 1st St SW		Rochester,,MN,55905,1972090868	Mayo Clinic 200 1st St SW		Rochester	MN	55905	US	5072842511
,,,,,,1669969382	15005 Health Center Dr		Bowie	MD	207161017	US	3018056070
,,,,,,1477040921	3601 The Vanderbilt Clinic		Nashville	TN	372324700	US	6153223000
,,,,,,1700373255	3601 The Vanderbilt Clinic		Nashville	TN	372327237	US	6159360555
,,,,,,1629565973	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,,,,,,1497242713	Cleveland Clinic 9500 Euclid Avenue/Na- 23		Cleveland	OH	441950001	US	2164442200
,,,,,,1831687102	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6159362000
,"1356839641 300 Halket Street ""Magee Womens Hospital of UPMC, Outpatient Clinic""",,Pittsburgh,PA,15213,"1356839641	300 Halket Street	""Magee Womens Hospital of UPMC, Outpatient Clinic""	Pittsburgh	PA	15213	US	4126414455"
,,1104314368	Academic Health Center Room 408	1600 SW Archer Road	Gainesville,,FL,32607,1104314368	Academic Health Center Room 408	1600 SW Archer Road	Gainesville	FL	32607	US	3522738234
,,,,,,1962990010	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9195275125
,,,,,,1639667462	3031 Old Clinic Building Cb 7570		Chapel Hill	NC	275990001	US	9849748017		9849748020
,,,,,,1841788593	33100 Cleveland Clinic Blvd		Avon	OH	440111390	US	8005997771
,,,,,,1184113565	3601 The Vanderbilt Clinic		Nashville	TN	372320011	US	6153223000
,,,,,,1538658968	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,,,,,,1306334768	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,,1245729466	1200 N. State Street Clinic Tower A7D		LOS ANGELES,,CA,90033,1245729466	1200 N. State Street Clinic Tower A7D		LOS ANGELES	CA	90033	US	3234426130
,,,,,,1073002010	Cleveland Clinic 9500 Euclid Avenue/Na- 23		Cleveland	OH	441950001	US	2164442200
,,,,,,1225527898	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000
,,,,,,1619466141	425 Clinic Dr		Morehead	KY	403511077	US	6064623001
,,,,,,1619466141	445 Clinic Dr		Morehead	KY	403511077	US	6064623001
,,,,,,1104316629	3601 The Vanderbilt Clinic		Nashville	TN	372320004	US	6159362000
,,1376033688	740 S Limestone Ky Clinic 401		Lexington,,KY,40536,1376033688	740 S Limestone Ky Clinic 401		Lexington	KY	40536	US	8593235661
,,,,,,1427548700	3601 The Vanderbilt Clinic		Nashville	TN	372323428	US	6153223000
,,1629568480	Pediatric Outpatient Clinic	1801 Sunset Drive	Columbia,,SC,29203,1629568480	Pediatric Outpatient Clinic	1801 Sunset Drive	Columbia	SC	29203	US	8034346155		8034346979
,,1952891715	Internal Medicine Clinic	1801 Sunset Drive	Columbia,,SC,29203,1952891715	Internal Medicine Clinic	1801 Sunset Drive	Columbia	SC	29203	US	8034344153		8034344160
,,1538650072	Family Clinic	6825 S Fry Rd	Katy,,TX,77494,1538650072	Family Clinic	6825 S Fry Rd	Katy	TX	77494	US	2813953044
,,,,,,1851882773	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9544872222
,,,,,,1598256265	1007 Health Center Dr		Mattoon	IL	619384693	US	2172587400		2172587401
,,,,,,1215428958	3601 The Vanderbilt Clinic		Nashville	TN	372321267	US	6153225000
,,,,,,1528550290	3006 Old Clinic Building		Chapel Hill	NC	275991552	US	9524542271
,,1255823712	Community Health Northwest Florida	1295 W. Fairfield Drive	Pensacola,,FL,32501,1255823712	Community Health Northwest Florida	1295 W. Fairfield Drive	Pensacola	FL	32501	US	8509417841		8503320155
,,,,,,1285126730	Norristown Regional Health Center 133 West Main Street		Norristown	PA	194014715	US	6102787787		6102787386
,,,,,,1285126730	Maria de los Santos Health Center 401 W Allegheny Ave		Philadelphia	PA	191333644	US	2152912500		2156343745
,,1598257057	Community Health Northwest Florida	1295 W. Fairfield Drive	Pensacola,,FL,32501,1598257057	Community Health Northwest Florida	1295 W. Fairfield Drive	Pensacola	FL	32501	US	8509417841		8503320155
,,,,,,1043702459	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384325		2173484290
,,1538651716	120 Health Center Dr		Ahoskie,,NC,27910,1538651716	120 Health Center Dr		Ahoskie	NC	27910	US	2523323548
,,,,,,1700378775	1645 W. Jackson Blvd	Rush Med-Peds Clinic	Chicago	IL	606123276	US	3129428000
,,,,,,1740772789	Cleveland Clinic 9500 Euclid Avenue/S-20		Cleveland	OH	441952360	US	2164442200
,,,,,,1740772789	Cleveland Clinic 9500 Euclid Avenue/S-20		Cleveland	OH	441952360	US	2164442200
,,,,,,1053804781	3601 The Vanderbilt Clinic		Nashville	TN	372324204	US	6153225000
,"1750874442 BUMCS Rheumatology Clinic ""2800 E Ajo Way, Suite 103""",,Tucson,AZ,85713,"1750874442	BUMCS Rheumatology Clinic	""2800 E Ajo Way, Suite 103""	Tucson	AZ	85713	US	5206944000"
,,,,,,1295228351	Cleveland Clinic 9500 Euclid Ave/Na-23		Cleveland	OH	441953328	US	2164442200
,,,,,,1649763640	126 Clinic Dr		Dothan	AL	363031980	US	3347931881	2254	3343405918
,,1710470695	Internal Medicine Clinic	1801 Sunset Drive	Columbia,,SC,29203,1710470695	Internal Medicine Clinic	1801 Sunset Drive	Columbia	SC	29203	US	8034344153		8034344160
,,,,,,1710470695	2000 Old Clinic Cb# 7510		Chapel Hill	NC	275990001	US	9849741884
,,1205320033	Orthopedic Surgery Clinic	1801 Sunset Drive	Columbia,,SC,29203,1205320033	Orthopedic Surgery Clinic	1801 Sunset Drive	Columbia	SC	29203	US	8034344166		8034344183
,,,,,,1942794680	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,,1821582305	Surgery Clinic	1801 Sunset Drive	Columbia,,SC,29203,1821582305	Surgery Clinic	1801 Sunset Drive	Columbia	SC	29203	US	8034344166		8034344183
,,,,,,1548755440	326 South Pearl Street	St. Peter's Family Health Center	Albany	NY	122021914	US	5184490100
,,,,,,1104311810	1000 Health Center Dr		Mattoon	IL	619384644	US	2172582440		2172582186
,,,,,,1457846040	911 Bypass Rd	Clinic 6	Pikeville	KY	415011689	US	6062186406		6062187506
,,,,,,"1851886386	""UK Ear, Nose and Throat Clinic""	740 S Limestone Ste B300	Lexington	KY	405360284	US	8592575405"
,,,,,,1043705395	1000 Health Center Dr		Mattoon	IL	619384644	US	2172582551
,,1073090205	Ruppert Health Center	3125 Transvers Dr	Toledo,,OH,43614,1073090205	Ruppert Health Center	3125 Transvers Dr	Toledo	OH	43614	US	4193833771		4193832937
,,,,,,1912484924	3601 The Vanderbilt Clinic		Nashville	TN	372322576	US	6153223000
,,,,,,1619454188	200 Clinic Dr Fl 6		Madisonville	KY	424311661	US	8124777246
,,1821576026	3601 The Vanderbilt Clinic		Nashville,,TN,37232,1821576026	3601 The Vanderbilt Clinic		Nashville	TN	37232	US	6153223000
,,1821576026	3601 The Vanderbilt Clinic		Nashville,,TN,37232,1821576026	3601 The Vanderbilt Clinic		Nashville	TN	37232	US	6153223000
,,1780162693	Cleveland Clinic Akron General	1 Akron General Avenue	Akron,,OH,44307,1780162693	Cleveland Clinic Akron General	1 Akron General Avenue	Akron	OH	44307	US	9373075997
,,,,,,"1467930180	""618th Dental Co, USAG Humphreys, Carius Dental Clinic""	""Unit #15660, BLDG #P3020""	APO	AP	962715669	US	2138208002"
,,,,,,1700364544	24451 Health Center Dr		Laguna Hills	CA	926533689	US	9498374500
,,,,,,1023599768	1491 HEALTH CENTER PKWY		YUKON	OK	730996492	US	4058062200		4055776600
,,,,,,1710468616	1200 N State Street Clinic Tower	Suite A7D	Los Angeles	CA	900331029	US	3234097556
,,,,,,1730661497	Cleveland Clinic		Cleveland	OH	441954649	US	7242345446
,,,,,,1508348855	ServiceNet Inc. Northampton Outpatient Clinic	50 Pleasant St.	NORTHAMPTON	MA	10600106	US	4135846855
,,,,,,"1487137014	329 Conway St	""Valley Medical Group, PC-Greenfield Health Center""	Greenfield	MA	1301	US	4137746301		8666440871"
,,,,,,1588148985	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000
,,,,,,1639653165	3601 The Vanderbilt Clinic		Nashville	TN	372326003	US	6153223000
,,,,,,1407330582	3601 The Vanderbilt Clinic		Nashville	TN	372323927	US	6153223000
,,,,,,1275018459	200 Clinic Dr Fl 6		Madisonville	KY	424311661	US	8124777246
,,,,,,1992270532	1524 Kingwood Dr 4U Med Clinic		Kingwood	TX	773393042	US	2812477289
,,,,,,1245705748	120 Health Center Dr		Ahoskie	NC	279108161	US	2523323548		2523321665
,,,,,,1861967390	Wiesbaden Community Health Clinic	Clay Kaserne	Wiesbaden	Hessen	65205	DE	3145905762
,,1235605163	CASSE Community Health Institute	2120 W. Bert Kouns Industrial Loop STE A	Shreveport,,LA,71118,1235605163	CASSE Community Health Institute	2120 W. Bert Kouns Industrial Loop STE A	Shreveport	LA	71118	US	3186883350		3183004439
,,,,,,1992271811	200 Clinic Dr Fl 3		Madisonville	KY	424311661	US	8124777246		8124777240
,,,,,,1598231060	3601 The Vanderbilt Clinic		Nashville	TN	372322107	US	6159369177
,,,,,,1437625860	Clinic #3013	3905 DUE WEST RD NW	MARIETTA	GA	300641019	US	6782905740
,,,,,,1407323439	MINUTE CLINIC	426 21ST AVE S	Nashville	TN	372032424	US	6159822220
,,1073080099	3601 The Vanderbilt Clinic		Nashville,,TN,37204,1073080099	3601 The Vanderbilt Clinic		Nashville	TN	37204	US	6153223000
,,,,,,1811464381	1000 Health Center Dr		Mattoon	IL	619389261	US	2172582551		2172582256
,,,,,,1053888560	200 Clinic Dr Fl 3		Madisonville	KY	424311661	US	8124777246		8124777240
,,,,,,1265901649	3601 The Vanderbilt Clinic		Nashville	TN	372321963	US	6153225000
,,,,,,1376012195	3601 The Vanderbilt Clinic		Nashville	TN	372324421	US	6153223000
,,,,,,1609346675	3601 The Vanderbilt Clinic		Nashville	TN	372322444	US	6153223000
,,,,,,1396217287	Mayo Clinic Health System Southeast Minnesota Region	701 Hewitt Blvd	Red Wing	MN	550662848	US	6512675000
,"1306318084 Carilion Clinic Gastroenterology ""3 Riverside Circle, 3rd floor, suite 3035""",,Roanoke,VA,24016,"1306318084	Carilion Clinic Gastroenterology	""3 Riverside Circle, 3rd floor, suite 3035""	Roanoke	VA	24016	US	5403552196"
,,1265904932	ASU Speech & Hearing Clinic 975 S Myrtle Ave		Tempe,,AZ,85281,1265904932	ASU Speech & Hearing Clinic 975 S Myrtle Ave		Tempe	AZ	85281	US	4807270640
,,,,,,1639641244	33100 Cleveland Clinic Blvd		Avon	OH	440111390	US	4402585285
,,,,,,1790257228	Kennett South Elementary Clinic	920 Kennett Street	Kennett	MO	638573817	US	5737171130
,,1790257228	Kennett Masterson Elementary Clinic	1600 Ely Street	Kennett,,MO,63857,1790257228	Kennett Masterson Elementary Clinic	1600 Ely Street	Kennett	MO	63857	US	5733132500		5733132505
,,1790257228	Kennett High School Clinic	1400 W. Washington	Kennett,,MO,63857,1790257228	Kennett High School Clinic	1400 W. Washington	Kennett	MO	63857	US	5733132500		5733132505
,,1093288912	1011 Bingham St.	Merck Clinic	Pittsburgh,,PA,15203,1093288912	1011 Bingham St.	Merck Clinic	Pittsburgh	PA	15203	US	4122355445
,,,,,,"1699248922	1031 West 34th Street	""Engemann Student Health Center, Suite 452""	Los Angeles	CA	900893261	US	3234423340		3234423351"
,,,,,,1053875856	1201 Health Center Pkwy		Yukon	OK	730996381	US	4057176800
,,1891259537	Clinic 7891 8954 LANTANA RD		LAKE WORTH,,FL,33467,1891259537	Clinic 7891 8954 LANTANA RD		LAKE WORTH	FL	33467	US	5614344776
,,1457816142	664 Southland Mall Drive	Hayward Wellness Center - TB Clinic	Hayward,,CA,94545,1457816142	664 Southland Mall Drive	Hayward Wellness Center - TB Clinic	Hayward	CA	94545	US	5102661700		5105357675
,,,,,,1487110631	3601 The Vanderbilt Clinic		Nashville	TN	372321932	US	6153225000
,,1043777170	101 Manning Drive	UNC Hospitals Adult Oncology Clinic	Chapel Hill,,NC,27514,1043777170	101 Manning Drive	UNC Hospitals Adult Oncology Clinic	Chapel Hill	NC	27514	US	9849741000
,,,,,,1306304811	Raiter Clinic	417 Skyline Blvd	Cloquet	MN	557205572	US	2184817660		2182161452
,,,,,,1629536917	3601 The Vanderbilt Clinic		Nashville	TN	372326402	US	6153225000
,"1245799642 1100 N. State Street ""Clinic Tower, Dept of Dentistry, Rm A3C"" Los",,Angeles,CA,90033,"1245799642	1100 N. State Street	""Clinic Tower, Dept of Dentistry, Rm A3C""	Los Angeles	CA	90033	US	3234095015"
,,,,,,"1104385319	1200 N State Street	""Clinic Tower, Suite A7D""	Los Angeles	CA	900331029	US	3234097556"
,,,,,,"1639638869	1200 N State Street	""Clinic Tower, Suite A7D""	Los Angeles	CA	900331029	US	3234097556"
,,,,,,"1952860900	1200 N State Street	""Clinic Tower, Suite A7D""	Los Angeles	CA	900331029	US	3234097556"
,,,,,,1194284091	3601 The Vanderbilt Clinic		Nashville	TN	372322908	US	6153223000
,"1689133514 1200 N State Street ""Clinic Tower, Suite A7D"" Los",,Angeles,CA,90033,"1689133514	1200 N State Street	""Clinic Tower, Suite A7D""	Los Angeles	CA	90033	US	3234097556"
,,1184184962	Los Lunas Health Center - 145 Don Pasqual NW		Los Lunas,,NM,87031,1184184962	Los Lunas Health Center - 145 Don Pasqual NW		Los Lunas	NM	87031	US	5058737400
,,,,,,"1932669421	1200 N State Street	""Clinic Tower, Suite A7D""	Los Angeles	CA	900331029	US	3234097556"
,,,,,,1477013050	3601 The Vanderbilt Clinic		Nashville	TN	372322134	US	6153223000
,"1881154177 Baylor Scott & White Clinic ""425 University Blvd., Suite 345"" Round",,Rock,TX,78665,"1881154177	Baylor Scott & White Clinic	""425 University Blvd., Suite 345""	Round Rock	TX	78665	US	5125090200"
,,,,,,"1720548001	1200 N State Street	""Clinic Tower, Suite A7D""	Los Angeles	CA	900331029	US	3234097556"
,,,,,,1407316730	1000 Health Center Dr		Mattoon	IL	619389253	US	2172582440
,,,,,,1609336965	2950 Cleveland Clinic Blvd		Weston	FL	333313625	US	9546595239
,,,,,,"1306306618	1200 N State Street	""Clinic Tower, Suite A7D""	Los Angeles	CA	900331029	US	3234097556"
,,,,,,"1710447032	1200 N State Street	""Clinic Tower, Suite A7D""	Los Angeles	CA	900331029	US	3234097556"
,,,,,,1740740802	Marshfield Clinic	1000 N Oak Avenue	Marshfield	WI	544495073	US	7153875511
,,,,,,1740740794	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000		9546596212
,,,,,,1891255899	3601 The Vanderbilt Clinic		Nashville	TN	372323670	US	6153225000
,,,,,,1538629472	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000		9546595622
,,,,,,1831659879	2950 Cleveland Clinic Blvd		Weston	FL	333313625	US	9172130992
,,,,,,"1144781964	1200 N State Street	""Clinic Tower, Suite A7D""	Los Angeles	CA	900331029	US	3234097556"
,,,,,,"1336600295	300 Halket Street	""Magee Womens Hospital of UPMC, Outpatient Clinic, Lvl 0""	Pittsburgh	PA	152133180	US	4126414455"
,,,,,,1932660768	3601 The Vanderbilt Clinic		Nashville	TN	372323548	US	6153225000
,,,,,,1851852537	3601 The Vanderbilt Clinic		Nashville	TN	372322632	US	6153223000
,,,,,,1164983680	5003 Old Clinic Building Cb# 7550		Chapel Hill	NC	275994220	US	9194456764
,,,,,,1134680606	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1033670427	3601 The Vanderbilt Clinic		Nashville	TN	372325812	US	6153225000
,,,,,,1891256129	Cleveland Clinic 9500 Euclid Avenue/Na23		Cleveland	OH	441950001	US	2164442200
,,,,,,1538620950	Lutheran General Hospital--Nesset Clinic	1775 Ballard Rd	Park Ridge	IL	600681005	US	8473189340
,,,,,,1780145953	Cleveland Clinic 9500 Euclid Avenue/Na23		Cleveland	OH	441950001	US	2164442200
,,,,,,1487115739	Cleveland Clinic 9500 Euclid Avenue / Na-23		Cleveland	OH	441950001	US	2164442200		2164456290
,,,,,,1073074480	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,,1952862138	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland,,OH,44195,1952862138	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	44195	US	2164442200
,,,,,,"1750842977	1200 N State Street	""Clinic Tower, Suite A7D""	Los Angeles	CA	900331029	US	3234097556"
,,1689135832	Cleveland Clinic	9500 Euclid Avenue/NA-23	Cleveland,,OH,44195,1689135832	Cleveland Clinic	9500 Euclid Avenue/NA-23	Cleveland	OH	44195	US	2164442200
,,,,,,1538620679	33100 Cleveland Clinic Blvd		Avon	OH	440111390	US	4406954000
,,,,,,1962963900	Cleveland Clinic 9500 Euclid Avenue/Na- 23		Cleveland	OH	441950001	US	2164442200
,,,,,,1760943757	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000		9546595425
,,,,,,1508328402	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950002	US	2164442200		2164451068
,,,,,,"1205398161	1200 N. State St.	""Clinic Tower, Suite A7D""	Los Angeles	CA	900331029	US	8184383532"
,,,,,,1104388024	Mercy Health Clinic	1515 Locust Street First Floor	Pittsburgh	PA	152155114	US	4122324065
,,,,,,1326500281	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000
,,,,,,1649732462	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,,,,,,"1497217111	1200 N State Street	""Clinic Tower, Suite A7D""	Los Angeles	CA	900331029	US	3234091000"
,,,,,,1366904120	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,,,,,,1104388628	Cleveland Clinic 9500 Euclid Avenue/Na23		Cleveland	OH	441950001	US	2164442200		2164459908
,"1922560366 Anacostia Community Health Center ""1500 Galen Street, SE""",,Washington,DC,20020,"1922560366	Anacostia Community Health Center	""1500 Galen Street, SE""	Washington	DC	20020	US	2026107160		2025488600"
,,,,,,1306308408	3601 The Vanderbilt Clinic		Nashville	TN	372322148	US	6153225000
,,,,,,1992268049	3601 The Vanderbilt Clinic		Nashville	TN	372327101	US	6153225000
,,,,,,1417410507	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000
,,,,,,1154884195	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,,,,,,1720541691	2950 Cleveland Clinic Blvd		Weston	FL	333313625	US	5496595000
,,,,,,1558824300	Cleveland Clinic 9500 Euclid Avenue/Na23		Cleveland	OH	441950001	US	2164442200
,,,,,,"1700349529	Academic Internal Medicine Clinic	""5333 McAuley Drive, Suite 4001""	Ypsilanti	MI	481978633	US	5152315702"
,,,,,,1215490966	120 Health Center Dr		Ahoskie	NC	279108161	US	2523323548		2523321665
,,1306309570	3053 Nutley Street	Clinic #1399	Fairfax,,VA,22031,1306309570	3053 Nutley Street	Clinic #1399	Fairfax	VA	22031	US	7035604862
,,,,,,1780147991	2950 Cleveland Clinic Blvd		Weston	FL	333313625	US	9546595000
,,,,,,1588227714	3601 The Vanderbilt Clinic		Nashville	TN	372323164	US	6153225000
,,,,,,1699338731	3601 The Vanderbilt Clinic		Nashville	TN	372322117	US	6153225000		6159360605
,,,,,,1679136659	3031 Old Clinic Building Cb 7570		Chapel Hill	NC	275990001	US	9849748017		9849748020
,"1265095251 ""1515 Locust St Floor 1st, Mercy Clinic""",,Pittsburgh,PA,15219,"1265095251	""1515 Locust St Floor 1st, Mercy Clinic""		Pittsburgh	PA	15219	US	4122328411"
,,,,,,1154984979	1005 Health Center Dr Ste 102		Mattoon	IL	619384637	US	2172584042		2172584053
,,,,,,1265095947	3601 The Vanderbilt Clinic		Nashville	TN	372322707	US	6153225000
,,,,,,"1255994901	UConn Health - General Medicine Clinic	""263 Farmington Ave, OP 2 East""	Farmington	CT	60308021	US	8606794477		8606791025"
,"1467015032 Cleveland Clinic ""9500 Euclid Avenue, JJ24""",,Cleveland,OH,44195,"1467015032	Cleveland Clinic	""9500 Euclid Avenue, JJ24""	Cleveland	OH	44195	US	2164442200"
,,,,,,1538722111	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1730742362	234 E. 149th St.	Department of Dentistry Clinic 2A8	Bronx	NY	104511045	US	7185795691
,,1093378507	4201 St. Antoine	6F University Health Center	Detroit,,MI,48201,1093378507	4201 St. Antoine	6F University Health Center	Detroit	MI	48201	US	3139932529		3139937703
,,1972166387	719 Thompson Ln	IM Resident Clinic - Suite 1B	Nashville,,TN,37204,1972166387	719 Thompson Ln	IM Resident Clinic - Suite 1B	Nashville	TN	37204	US	6159363200		6159363218
,,1972166387	719 Thompson Ln	IM Resident Clinic - Suite 1B	Nashville,,TN,37204,1972166387	719 Thompson Ln	IM Resident Clinic - Suite 1B	Nashville	TN	37204	US	6159363200		6159363218
,,,,,,1821651241	3601 The Vanderbilt Clinic		Nashville	TN	372320014	US	6159362000
,"1285298414 ""West Clinic, 325 9th Ave., Fl 3""",,Seattle,WA,98104,"1285298414	""West Clinic, 325 9th Ave., Fl 3""		Seattle	WA	98104	US	2065205000"
,,1598329658	1100 N. State Street	Clinic Tower A7D	Los Angeles,,CA,90033,1598329658	1100 N. State Street	Clinic Tower A7D	Los Angeles	CA	90033	US	3234096931
,,,,,,1689238651	3601 The Vanderbilt Clinic		Nashville	TN	372320509	US	6153225000
,,,,,,1588228514	Mercy Health Clinic. 1515 Locust Street	First Floor	Pittsburgh	PA	152195114	US	4122328411
,,,,,,1780248740	200 Clinic Dr Fl 6		Madisonville	KY	424311661	US	8124777246		8124777240
,,,,,,1891359790	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,,,,,,1740844570	200 Clinic Dr		Madisonville	KY	424311661	US	2708256680		2708257266
,,,,,,1609430438	1000 Health Center Dr		Mattoon	IL	619384644	US	2172582440		2172582186
,,,,,,1063076735	24451 Health Center Dr		Laguna Hills	CA	926533689	US	9498374500
,,1831753524	62 Area Branch Medical Clinic		San Clemente,,CA,92672,1831753524	62 Area Branch Medical Clinic		San Clemente	CA	92672	US	7607250025
,,,,,,1235793878	CPT Jennifer M. Moreno Clinic	3100 Schofield Rd	JBSA Fort Sam Houston	TX	782344504	US	2109164536
,,,,,,1245894724	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6159362000
,,1659936987	Internal Medicine Clinic	1801 Sunset Drive	Columbia,,SC,29203,1659936987	Internal Medicine Clinic	1801 Sunset Drive	Columbia	SC	29203	US	8034344153		8034344160
,,,,,,1598320699	3031 Old Clinic Building Cb# 7570		Chapel Hill	NC	275994414	US	9198437851
,,,,,,1518522598	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,,,,,,1700441771	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6159362000
,,,,,,1093370710	2006 Old Clinic		Chapel Hill	NC	275991004	US	9199664180
,"1518522192	""3401 North Boulevard, BRG Midcity Medicine Clinic""	Suite",130	Baton Rouge,"BRG Midcity Medicine Clinic""	Suite 130	Baton Rouge",LA,70806,"1518522192	""3401 North Boulevard, BRG Midcity Medicine Clinic""	Suite 130	Baton Rouge	LA	70806	US	2253877900"
,,,,,,1225694763	3601 The Vanderbilt Clinic		Nashville	TN	372323311	US	6153225000
,,,,,,1073179388	1000 Health Center Dr		Mattoon	IL	619384644	US	2172582551
,,,,,,"1962069955	400 Irving Ave	""Bushwick Campus, Attn: Health Center""	Brooklyn	NY	112375938	US	7184175378	1042"
,,,,,,1821655838	1000 Health Center Dr		Mattoon	IL	619384644	US	2172386247		2172584175
,,1659938504	Internal Medicine Clinic	1801 Sunset Drive	Columbia,,SC,29203,1659938504	Internal Medicine Clinic	1801 Sunset Drive	Columbia	SC	29203	US	8034344153		8034344160
,,,,,,1295393965	1201 Health Center Pkwy		Yukon	OK	730996381	US	4057176800
,,1659939049	903 S State St	JCH Walk In Clinic	Jerseyville,,IL,62052,1659939049	903 S State St	JCH Walk In Clinic	Jerseyville	IL	62052	US	6186399255		6186398100
,,,,,,1447818737	3475 N Saratoga St Naval Health Clinic Oak Harbor		Oak Harbor	WA	982784927	US	3602579547
,,,,,,1528626736	3601 The Vanderbilt Clinic		Nashville	TN	372321009	US	6153225000
,,1023676020	2950 Cleveland Clinic Blvd		Weston,,FL,33331,1023676020	2950 Cleveland Clinic Blvd		Weston	FL	33331	US	9546595000		9546595622
,,,,,,1336708163	3601 The Vanderbilt Clinic		Nashville	TN	372328211	US	6153223000
,,1184282949	Marshfield Clinic Beaver Dam	707 S University Avenue	Beaver Dam,,WI,54848,1184282949	Marshfield Clinic Beaver Dam	707 S University Avenue	Beaver Dam	WI	54848	US	9208877181
,"1083273890	""Naval Health Clinic Hawaii,","480 Central Avenue""		Pearl Harbor","480 Central Avenue""		Pearl Harbor",HI,99680,"1083273890	""Naval Health Clinic Hawaii, 480 Central Avenue""		Pearl Harbor	HI	99680	US	8082573365"
,"1902465297 Samuel Dixon Family Health Center- Newhall Healh Center ""23772, Newhall Avenue""",,Newhall,CA,91321,"1902465297	Samuel Dixon Family Health Center- Newhall Healh Center	""23772, Newhall Avenue""	Newhall	CA	91321	US	6612911777"
,"1902465297 Canyon Country Health center ""27225 Camp Plenty Rd, Ste 4"" Canyon",,Country,CA,91351,"1902465297	Canyon Country Health center	""27225 Camp Plenty Rd, Ste 4""	Canyon Country	CA	91351	US	6614241220"
,,1902465297	Samuel Dixon Family Health Center	30257 San Martinez Road	Val Verde,,CA,91384,1902465297	Samuel Dixon Family Health Center	30257 San Martinez Road	Val Verde	CA	91384	US	6612574008
,,,,,,1437718798	1445 Health Center Pkwy		Yukon	OK	730996492	US	4055789770		4052652929
,,1962061226	WINDWARD MEDICAL CLINIC	4080 McGINNIS FERRY RD BLDG 400 STE 402	ALPHARETTA,,GA,30005,1962061226	WINDWARD MEDICAL CLINIC	4080 McGINNIS FERRY RD BLDG 400 STE 402	ALPHARETTA	GA	30005	US	6786770434
,,,,,,1295394336	east cambridge health center		cambridge	MA	2141	US	6176653000
,,1508425505	Lakewood Family Health Center	14601 Detroit Avenue	Lakewood,,OH,44107,1508425505	Lakewood Family Health Center	14601 Detroit Avenue	Lakewood	OH	44107	US	2162375500
,,1306406269	Eye Clinic	1100 N College Ave	Fayetteville,,AR,72703,1306406269	Eye Clinic	1100 N College Ave	Fayetteville	AR	72703	US	4794445093
,,1700446572	Mayo Clinic Arizona	13400 E Shea VLVD	Scottsdale,,AZ,85259,1700446572	Mayo Clinic Arizona	13400 E Shea VLVD	Scottsdale	AZ	85259	US	4803018000
,,,,,,1235799024	3601 The Vanderbilt Clinic		Nashville	TN	372325389	US	6153225000
,,,,,,1285294744	3601 The Vanderbilt Clinic		Nashville	TN	372327553	US	6153225000
,,,,,,1740840966	1007 Health Center Dr		Mattoon	IL	619384693	US	2172587400		2172587401
,,,,,,1568022507	1000 Health Center Dr		Mattoon	IL	619384644	US	2172582551		2172582556
,"1942861778 ANTHC - walk - in clinic ""3900 Ambassador Drive, third floor""",,Anchorage,AK,99508,"1942861778	ANTHC - walk - in clinic	""3900 Ambassador Drive, third floor""	Anchorage	AK	99508	US	9077291672"
