org,street,city,state,zip,affordable,score
, HOPE FOR A DRUG FREE STEPHENS CORP 467 W Doyle St Toccoa,,GA,30577-1791,False,0
, GREATER PHILADELPHIA HEALTH ACTION INC 1401 S 31st St Philadelphia,,PA,19146-3506,False,0
, DEPARTMENT OF HEALTH WYOMING 2300 Capitol Ave Cheyenne,,WY,82001-3672,False,0
, BAPTIST HEALTHCARE SYSTEM INC 1 Trillium Way Corbin,,KY,40701-8420,False,0
" ""HEALTH OPPORTUNITIES FOR THE PEOPLE OF EAST TEXAS, INC.""",157 Wall St Tenaha,"INC."" 157 Wall St Tenaha",TX,75974-5413,False,0
, MARTIN LUTHER KING JR FAMILY CLINIC 2922B Martin Luther King Jr Blvd Dallas,,TX,75215-2321,False,0
, PHILADELPHIA FIGHT 1233 Locust St FL 5 Philadelphia,,PA,19107-5461,False,0
, HEALTHCORE CLINIC INC 2707 E 21st St N Wichita,,KS,67214-2249,False,0
, PROMISE HEALTHCARE 819 Bloomington Rd Champaign,,IL,61820-2101,False,0
, BALDWIN FAMILY HEALTH CARE 1615 Michigan Ave Baldwin,,MI,49304-9406,False,0
" ""NEW ENGLAND RURAL HEALTH ASSOCIATION, INC.""",146 Airport Rd Barre,"INC."" 146 Airport Rd Barre",VT,05641-8645,False,0
, AMPLA HEALTH 935 Market St Yuba City,,CA,95991-4217,False,0
, CENTRO DE SALUD FAMILIAR LA FE INC 1314 E Yandell Dr El Paso,,TX,79902-5529,False,0
" ""WOOD, COUNTY OF""",1840 E Gypsy Lane Rd Bowling Green,"COUNTY OF"" 1840 E Gypsy Lane Rd Bowling Green",OH,43402-9173,False,0
, IDAHO DEPARTMENT OF HEALTH & WELFARE 450 W State St FL 10 Boise,,ID,83702-6056,False,0
" ""THE ASIAN AMERICANS FOR COMMUNITY INVOLVEMENT OF SANTA CLARA COUNTY, INC."" ""2400 Moorpark Ave, Ste 300"" San",,Jose,CA,95128-2680,False,0
" ""DAILY PLANET, INCORPORATED""",517 W Grace St Richmond,"INCORPORATED"" 517 W Grace St Richmond",VA,23220-4911,False,0
" ""East Liberty Family Health Care Center, Inc.""",6023 Harvard St Pittsburgh,"Inc."" 6023 Harvard St Pittsburgh",PA,15206-3053,False,0
" ""UNIVERSITY MUSLIM MEDICAL ASSOCIATION, INC""",711 West Florence Avenue Los Angeles,"INC"" 711 West Florence Avenue Los Angeles",CA,90044-6105,False,0
" ""STERLING HEALTH SOLUTIONS, INC.""",236 W Main St Mount Sterling,"INC."" 236 W Main St Mount Sterling",KY,40353-1348,False,0
" ""NORTHERN NEVADA HIV OUTPATIENT PROGRAM, EDUCATION AND SERVICES""",580 W 5th St Reno,"EDUCATION AND SERVICES"" 580 W 5th St Reno",NV,89503-4407,False,0
, Tuba City Regional Health Care Corporation 167 N Main St Tuba City,,AZ,86045,False,0
, Claxton-Hepburn Medical Center 214 King St Ogdensburg,,NY,13669-1191,False,0
, AMITE COUNTY MEDICAL SERVICES INC W Freedom Rd Liberty,,MS,39645,False,0
, UNIVERSITY OF OKLAHOMA 865 Research Pkwy Oklahoma City,,OK,73104-3609,False,0
, HEALTHPOINT 955 Powell Ave SW Renton,,WA,98057-2908,False,0
" ""OCHIN, INC""",1881 SW Naito Pkwy Portland,"INC"" 1881 SW Naito Pkwy Portland",OR,97201-5195,False,0
, ALTAPOINTE HEALTH SYSTEMS INC 5750 Southland Dr Mobile,,AL,36693-3316,False,0
, HERITAGE HEALTH & HOUSING INC 1727 Amsterdam Ave New York,,NY,10031,False,0
, Municipality of Skagway 700 Spring St Skagway,,AK,99840,False,0
, MAINE GENERAL MEDICAL CENTER 35 Medical Center Pkwy Augusta,,ME,04330-8160,False,0
" IN CONCERTCARE INC ""500 SW 7th St, Suite 300"" Des",,Moines,IA,50309-4545,False,0
" ""UNITED NEIGHBORHOOD HEALTH SERVICES, INC.""",2711 Foster Ave Nashville,"INC."" 2711 Foster Ave Nashville",TN,37210-5307,False,0
, THE MEMORIAL HOSPITAL 750 Hospital Loop Craig,,CO,81625-8750,False,0
, KOREAN COMMUNITY SERVICES 451 W Lincoln Ave Anaheim,,CA,92805-2927,False,0
" ""LA CLINICA DEL PUEBLO, INC""",2831 15th St Nw Washington,"INC"" 2831 15th St Nw Washington",DC,20009-4607,False,0
" ""CARING HANDS HEALTHCARE CENTERS, INC.""",3101 Elk Dr Mcalester,"INC."" 3101 Elk Dr Mcalester",OK,74501-7606,False,0
, TERROS INC 3003 North Central Avenue Phoenix,,AZ,85012-2772,False,0
" ""NHAN HOA COMPREHENSIVE HEALTH CARE CLINIC, INC.""",7761 Garden Grove Blvd Garden Grove,"INC."" 7761 Garden Grove Blvd Garden Grove",CA,92841-4200,False,0
, THE ROLLA MISSION 708 N Main St Rolla,,MO,65401-3023,False,0
" ""Trustees of the University of Pennsylvania, The""",3451 Walnut St RM 440A Philadelphia,"The"" 3451 Walnut St RM 440A Philadelphia",PA,19104-6205,False,0
, SHAWNEE CHRISTIAN HEALTHCARE CENTER INC 234 Amy Ave Louisville,,KY,40212-2522,False,0
, BELINGTON COMMUNITY MEDICAL SERVICES ASSOCIATION 70 N Sturmer St Belington,,WV,26250-7403,False,0
" ""HEALTHY RURAL CALIFORNIA, INC.""", Notre Dame Blvd STE 200 Chico,"INC."" Notre Dame Blvd STE 200 Chico",CA,95928-7822,False,0
" ""UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, INC.""",310 E Campus Rd RM 409 Athens,"INC."" 310 E Campus Rd RM 409 Athens",GA,30602-1589,False,0
, County of Contra Costa 1220 Morello Ave STE 200 Martinez,,CA,94553-4707,False,0
" ""LOUISIANA PRIMARY CARE ASSOCIATION, INC""",503 Colonial Dr Baton Rouge,"INC"" 503 Colonial Dr Baton Rouge",LA,70806-6576,False,0
, PRESBYTERIAN MEDICAL SERVICES 1422 Paseo de Peralta Santa Fe,,NM,87501-4327,False,0
" ""THE CINCINNATI HEALTH NETWORK, INC.""",40 E McMicken Ave Cincinnati,"INC."" 40 E McMicken Ave Cincinnati",OH,45202-6625,False,0
, HAMOT HEALTH FOUNDATION 201 State St Erie,,PA,16550-0001,False,0
" ""FORDLAND CLINIC, INC.""",1059 Barton Dr Fordland,"INC."" 1059 Barton Dr Fordland",MO,65652-7350,False,0
" ""Mental Health, Missouri Department Of""",1706 E Elm St Jefferson City,"Missouri Department Of"" 1706 E Elm St Jefferson City",MO,65101-4130,False,0
" ""GREENE COUNTY HEALTH CARE, INCORPORATED""",7 Professional Drive Snow Hill,"INCORPORATED"" 7 Professional Drive Snow Hill",NC,28580-1332,False,0
, COPPERTOWER FAMILY MEDICAL CENTER INC 6 Tarman Dr Cloverdale,,CA,95425-3932,False,0
" ""HORIZON HEALTH CARE, INC""",109 N Main St Howard,"INC"" 109 N Main St Howard",SD,57349,False,0
, ARIZONA DEPARTMENT OF HEALTH SERVICES 150 North 18th Avenue Phoenix,,AZ,85007-3232,False,0
" ""ASIAN AND PACIFIC ISLANDER WELLNESS CENTER, INC.""",730 Polk St San Francisco,"INC."" 730 Polk St San Francisco",CA,94109-7813,False,0
, UTAH STATE UNIVERSITY 1000 Old Main Hl Logan,,UT,84322-1000,False,0
, RECOVERY MOBILE CLINIC 3050 Steeple Hill Rd White Lake,,MI,48383-1864,False,0
, MARTINSVILLE HENRY COUNTY COALITION FOR HEALTH AND WELLNESS 29 Jones St Martinsville,,VA,24112-2716,False,0
, LUNG DISEASE FOUNDATION OF CENTRAL PA INC 800 Chestnut Ave Altoona,,PA,16601-4722,False,0
" ""UNIVERSITY OF CALIFORNIA, DAVIS"" ""1850 Research Park Dr, Suite 300""",,Davis,CA,95618-6153,False,0
" PROTEUS INC. ""1221 Center St, Ste 16"" Des",,Moines,IA,50309-1014,False,0
, FAMILY HEALTHCARE CENTER 301 Np Ave N Fargo,,ND,58102-4835,False,0
" ""MEMORIAL HOSPITAL, INC.""",210 Marie Langdon Dr Manchester,"INC."" 210 Marie Langdon Dr Manchester",KY,40962,False,0
, ADELANTE HEALTHCARE INC 3033 North Central Avenue Phoenix,,AZ,85012-2809,False,0
, CROSS TRAILS MEDICAL CENTER 408 S Broadview St Cape Girardeau,,MO,63703-5725,False,0
" MISSOURI COALITION FOR PRIMARY HEALTH CARE ""3325 Emerald Ln, Suite B"" Jefferson",,City,MO,65109-6970,False,0
, ACCESS HEALTH LOUISIANA 2900 Indiana Ave Kenner,,LA,70065-4605,False,0
, ANSON REGIONAL MEDICAL SERVICES INC 203 Salisbury Street Wadesboro,,NC,28170-2155,False,0
, MENDOCINO COAST CLINICS INC 205 South St Fort Bragg,,CA,95437-5540,False,0
, COUNTY OF RIO ARRIBA 1122 Industrial Park Rd Espanola,,NM,87532-3453,False,0
, COUNTY OF LOS ANGELES 5555 Ferguson Dr STE 100-50 Commerce,,CA,90022-5133,False,0
, HEALTH MINISTRIES CLINIC INC 720 Medical Center Dr Newton,,KS,67114-8778,False,0
" ""FAMILY MEDICAL CENTER OF MICHIGAN, INC.""",8765 Lewis Ave Temperance,"INC."" 8765 Lewis Ave Temperance",MI,48182-9300,False,0
, CENTER FOR FAMILY HEALTH 505 N Jackson St Jackson,,MI,49201-1266,False,0
, DEPARTMENT OF PUBLIC HEALTH ILLINOIS 525 W Jefferson St Springfield,,IL,62702-5056,False,0
" ""COOK AREA HEALTH SERVICES, INC""",20 5th St SE Cook,"INC"" 20 5th St SE Cook",MN,55723-9702,False,0
, SOLANO COUNTY HEALTH & SOCIAL SERVICES DEPARTMENT 275 Beck Ave Fairfield,,CA,94533-6804,False,0
, PENNSYLVANIA DEPARTMENT OF HEALTH 625 Forster St Harrisburg,,PA,17120-0701,False,0
" ALLIANCECHICAGO ""225 W Illinois St, Suite 500""",,Chicago,IL,60654-7927,False,0
" HARMONY HEALTH MEDICAL CLINIC AND FAMILY RESOURCE CENTER "" N Beale Rd, Ste E""",,Marysville,CA,95901-6937,False,0
, NORTH ORANGE COUNTY REGIONAL HEALTH FOUNDATION 1182 N Euclid St Anaheim,,CA,92801-,False,0
, CAPITAL AREA HEALTH NETWORK 719 N 25th St Richmond,,VA,23223-6539,False,0
" ""Delaware Health Net, Inc.""",21444 Carmean Way Georgetown,"Inc."" 21444 Carmean Way Georgetown",DE,19947-4572,False,0
, UNIVERSITY OF WASHINGTON 4333 Brooklyn Ave NE Seattle,,WA,98195-1016,False,0
" ""Health And Human Resources, West Virginia Department Of""",350 Capitol St Charleston,"West Virginia Department Of"" 350 Capitol St Charleston",WV,25301-1757,False,0
" RURAL HEALTH RESOURCE CENTER ""501 S Lake Ave, Suite 300""",,Duluth,MN,55802-2390,False,0
" PRIORITY HEALTH CARE ""4700 Wichers Dr, Suite 306""",,Marrero,LA,70072-3054,False,0
, FLORIDA STATE UNIVERSITY 874 Traditions Way Tallahassee,,FL,32306-0001,False,0
" YEHOWA MEDICAL SERVICES ""24404 Vermont Ave, Ste 201"" Harbor",,City,CA,90710-2321,False,0
" ""VHS CHILDREN'S HOSPITAL OF MICHIGAN, INC""",3901 Beaubien St Detroit,"INC"" 3901 Beaubien St Detroit",MI,48201-2119,False,0
, WEST CHESTER UNIVERSITY OF PENNSYLVANIA 201 Carter Dr West Chester,,PA,19382-4973,False,0
, FAIRFAX MEDICAL FACILITIES INC 212 N Main St Fairfax,,OK,74637-3023,False,0
, CLINICA DE SALUD DEL VALLE DE SALINAS 55 Plaza Cir STE A Salinas,,CA,93901-2952,False,0
, MERCY HOSPITAL LEBANON 100 Hospital Dr Lebanon,,MO,65536-9210,False,0
, The NATIVE Project 1803 W Maxwell Ave Spokane,,WA,99201-2831,False,0
" ""THE MCGREGOR CLINIC, INC.""",3487 Broadway Fort Myers,"INC."" 3487 Broadway Fort Myers",FL,33901-7295,False,0
, ILLUMINATE COLORADO INC. 181 E 56th Ave STE 602 Denver,,CO,80216-1752,False,0
, Mercy Health - Marcum and Wallace Hospital LLC 60 Mercy Ct Irvine,,KY,40336-1331,False,0
" ST. HOPE FOUNDATION ""6200 Savoy Dr, Ste 540""",,Houston,TX,77036-3338,False,0
, MARICOPA COUNTY SPECIAL HEALTH CARE DISTRICT 2601 East Roosevelt Street Phoenix,,AZ,85008-4956,False,0
" ""LA CLINICA DE LOS CAMPESINOS, INC.""",400 S Townline Rd Wautoma,"INC."" 400 S Townline Rd Wautoma",WI,54982-6922,False,0
, UNIVERSITY OF MONTANA 32 Campus Dr Missoula,,MT,59812-0004,False,0
, TECHE ACTION BOARD 1115 Weber St Franklin,,LA,70538-4124,False,0
, COMANCHE COUNTY HOSPITAL AUTHORITY (TRUS 3401 W Gore Blvd Lawton,,OK,73505-6332,False,0
, FAMILY HEALTH SERVICES OF ERIE COUNTY Hayes Ave Sandusky,,OH,44870-4736,False,0
" ""UNITED CEREBRAL PALSY ASSOCIATION OF THE NORTH COUNTRY, INC.""",4 Commerce Ln Canton,"INC."" 4 Commerce Ln Canton",NY,13617-3739,False,0
, EL CENTRO DEL BARRIO 3750 Commercial Ave San Antonio,,TX,78221-3117,False,0
, BATON ROUGE PRIMARY CARE COLLABORATIVE INC 7050 Plank Rd Baton Rouge,,LA,70811-6043,False,0
" ""East Harlem Council for Human Services, Inc.""",2265 3rd Ave New York,"Inc."" 2265 3rd Ave New York",NY,10035-2231,False,0
, PRIMARY HEALTH SERVICES CENTER 2913 Betin Ave Monroe,,LA,71201-7257,False,0
, CITY OF CINCINNATI 3101 Burnet Ave Cincinnati,,OH,45229-3014,False,0
, MASSACHUSETTS SUPREME JUDICIAL COURT 160 Elm Street Greenfield,,MA,01301-2344,False,0
" ""THE CLINIC, INC.""",3834 South Western Avenue Los Angeles,"INC."" 3834 South Western Avenue Los Angeles",CA,90062-1199,False,0
, ST THOMAS EAST END MEDICAL CENTER CORPORATION 4605 TUTU PARK MALL STE 207 Charlotte Amalie East,,VI,00802-1736,False,0
" COUNTY OF WAYNE ""500 Griswold St, Floor 14""",,Detroit,MI,48226-3480,False,0
" CHICAGO DEPARTMENT OF PUBLIC HEALTH ""111 W Washington St, #4""",,Chicago,IL,60602-2703,False,0
, COOS COUNTY FAMILY HEALTH SERVICES 133 Pleasant St Berlin,,NH,03570-,False,0
" ""MORGAN COUNTY HEALTH COUNCIL, INC.""",224 Old Mill Rd Wartburg,"INC."" 224 Old Mill Rd Wartburg",TN,37887-4163,False,0
, HEALTHLINC INC 2401 Valley Dr Valparaiso,,IN,46383-2520,False,0
" ""WEST VIRGINIA PRIMARY CARE ASSOCIATION, INC.""",1700 Maccorkle Ave SE Charleston,"INC."" 1700 Maccorkle Ave SE Charleston",WV,25314-1599,False,0
, MINERS COLFAX MEDICAL CENTER 203 Hospital Dr Raton,,NM,87740-,False,0
, CHATHAM UNIVERSITY 107 Woodland Rd Pittsburgh,,PA,15232-2871,False,0
" ""THE R.O.A.D.S. FOUNDATION, INC.""",121 S Long Beach Blvd Compton,"INC."" 121 S Long Beach Blvd Compton",CA,90221,False,0
" ""L'REFUAH MEDICAL & REHABILITATION CENTER, INC""",1312 38th St Brooklyn,"INC"" 1312 38th St Brooklyn",NY,11218-3612,False,0
, LIFECARE FAMILY HEALTH & DENTAL CENTER INC 2725 Lincoln St E Canton,,OH,44707-2769,False,0
, BUTTE SPIRIT CENTER 1053 Point Of Rocks Road Whitehall,,MT,59759-9538,False,0
, KENTUCKY RIVER FOOTHILLS DEVELOPMENT COUNCIL 6021 Atwood Dr Richmond,,KY,40475,False,0
, PALMETTO HEALTH COUNCIL INC 643 Main St Palmetto,,GA,30268-1138,False,0
, NEW MEXICO PRIMARY CARE ASSOCIATION INC 4206 Louisiana Blvd NE Albuquerque,,NM,87109-1845,False,0
, COUNTY OF MONTEREY 168 W Alisal St FL 1ST Salinas,,CA,93901-2437,False,0
, EL CENTRO FAMILY HEALTH 538 N Paseo de Onate Espanola,,NM,87532-2618,False,0
" ""CARBON MEDICAL SERVICE ASSOCIATION, INCORPORATED""",305 Center St East Carbon,"INCORPORATED"" 305 Center St East Carbon",UT,84520-7726,False,0
, CASA-TRINITY INC 4612 Millennium Dr Geneseo,,NY,14454-1197,False,0
, PRIMARY CARE HEALTH SERVICES INC 7227 Hamilton Ave Pittsburgh,,PA,15208-1899,False,0
, THE ST LUKE'S-ROOSEVELT HOSPITAL CENTER 1111 Amsterdam Ave New York,,NY,10025-8999,False,0
" ""Wellness and Equity Foundation, Inc.""",250 Quail Ridge Rd Scotts Valley,"Inc."" 250 Quail Ridge Rd Scotts Valley",CA,95066-4821,False,0
" ""SOUTHERN ILLINOIS HEALTHCARE FOUNDATION, INC.""", Goose Lake Rd Sauget,"INC."" Goose Lake Rd Sauget",IL,62206-2822,False,0
" ""FOUR CORNERS PRIMARY CARE CENTERS, INC.""",5300 Oakbrook Pkwy Norcross,"INC."" 5300 Oakbrook Pkwy Norcross",GA,30093-2256,False,0
, OZARKS RESOURCE GROUP 18614 Jackson St Hermitage,,MO,65668,False,0
, DEBACA FAMILY PRACTICE CLINIC 546 N 10th St Fort Sumner,,NM,88119,False,0
" ""PRIMARY CARE PROVIDERS FOR A HEALTHY FELICIANA, INC.""",11990 Jackson St Clinton,"INC."" 11990 Jackson St Clinton",LA,70722-3210,False,0
, LIFESPRING INC 460 Spring St Jeffersonville,,IN,47130-3452,False,0
, FAMILY HEALTHCARE NETWORK 305 E Center Ave Visalia,,CA,93291-6331,False,0
, PREVENTATIVE CARE HEALTH SERVICES INC 1605 N State Highway 118 STE B Alpine,,TX,79830-2150,False,0
, UNIVERSITY OF NORTH TEXAS 1112 Dallas Dr STE 4000 Denton,,TX,76205-1132,False,0
, Brownsville Community Development Corporation 592 Rockaway Ave Brooklyn,,NY,11212-5539,False,0
, YOUNG SCHOLARS FOR ACADEMIC EMPOWERMENT 3839 Brockton Ave Riverside,,CA,92501-3227,False,0
, University of Florida 1523 Union Rd RM 207 Gainesville,,FL,32611-,False,0
, WESTERN UNIVERSITY OF HEALTH SCIENCES 309 E 2nd St Pomona,,CA,91766-1854,False,0
, KODIAK ISLAND HEALTH CARE FOUNDATION E Rezanof Drive Kodiak,,AK,99615-6602,False,0
, CHERRY STREET SERVICES INC 100 Cherry St SE Grand Rapids,,MI,49503-4526,False,0
, DENA NENA HENASH 122 1st Ave STE 600 Fairbanks,,AK,99701-4871,False,0
" ""UPPER ROOM AIDS MINISTRY, INC ADULT DAY HEALTH CARE CENTER""",123 W 124th St # 125 New York,"INC ADULT DAY HEALTH CARE CENTER"" 123 W 124th St # 125 New York",NY,10027-4920,False,0
, THE ADMINISTRATORS OF TULANE EDUCATIONAL FUND 6823 Saint Charles Ave New Orleans,,LA,70118-5698,False,0
, MEDICAL CARE DEVELOPMENT INC 105 Second St STE 2A Hallowell,,ME,04347-1533,False,0
" ""SACRED HEART HEALTH SYSTEM, INC.""",5151 N 9th Ave Pensacola,"INC."" 5151 N 9th Ave Pensacola",FL,32504-8795,False,0
, JUNIOR COLLEGE DISTRICT OF ST LOUIS 3221 Mckelvey Rd STE 250 Bridgeton,,MO,63044-2534,False,0
" ""CARECONNECT HEALTH, INC.""",510 Alston St Richland,"INC."" 510 Alston St Richland",GA,31825-6012,False,0
" ""RANDOLPH COUNTY CARING COMMUNITY, INC.""",101 W Coates St STE 201 Moberly,"INC."" 101 W Coates St STE 201 Moberly",MO,65270-1552,False,0
, UTAH PARTNERS FOR HEALTH 7651 S Main St Midvale,,UT,84047-7101,False,0
, PREVENTED 9355 Olive Blvd Saint Louis,,MO,63132-2791,False,0
" ""PARK WEST HEALTH SYSTEMS, INCORPORATED""",3319 W Belvedere Ave Baltimore,"INCORPORATED"" 3319 W Belvedere Ave Baltimore",MD,21215-5143,False,0
" TRAILHEAD INSTITUTE "" Broadway, Ste 600""",,Denver,CO,80202-5706,False,0
, BAY RIVERS TELEHEALTH ALLIANCE 618 Hospital Rd Tappahannock,,VA,22560-5000,False,0
, ROCHESTER INSTITUTE OF TECHNOLOGY 1 Lomb Memorial Dr Rochester,,NY,14623,False,0
" ""EAST CENTRAL MISSOURI BEHAVIORAL HEALTH SERVICES, INC.""",340 Kelley Pkwy Mexico,"INC."" 340 Kelley Pkwy Mexico",MO,65265-3811,False,0
, LOS ANGELES LGBT CENTER 1118 North Mccadden Place Los Angeles,,CA,90038-1213,False,0
, MHP SALUD 2142 Washtenaw Rd Ypsilanti,,MI,48197-1708,False,0
, PIEDMONT REGIONAL COMMUNITY SERVICES BOARD 24 Clay St Martinsville,,VA,24112-2810,False,0
, HOWARD UNIVERSITY 2400 6th St Nw Washington,,DC,20059-9997,False,0
" AMERICAN ASSOCIATION OF COLLEGES OF OSTEOPATHIC MEDICINE ""7700 Old Georgetown Rd, Suite 250""",,Bethesda,MD,20814-6272,False,0
, NEW RIVER HEALTH ASSOCIATION INC 497 Mall Rd Oak Hill,,WV,25901-6115,False,0
, TOURO UNIVERSITY 1310 Club Dr Vallejo,,CA,94592-1187,False,0
" ""METROHEALTH SYSTEM, THE""",2500 Metrohealth Dr # C2100 Cleveland,"THE"" 2500 Metrohealth Dr # C2100 Cleveland",OH,44109-,False,0
, RIVEON MENTAL HEALTH AND RECOVERY 6140 S Broadway Lorain,,OH,44053-3821,False,0
, RHODE ISLAND COLLEGE 600 Mount Pleasant Ave Providence,,RI,02908-,False,0
, GRAND RAPIDS COMMUNITY COLLEGE 143 Bostwick Ave NE Grand Rapids,,MI,49503-3201,False,0
, WORRY FREE COMMUNITY 1701 Bloomingdale Rd Glendale Heights,,IL,60139-2194,False,0
, REGENTS OF THE UNIVERSITY OF MINNESOTA 2221 University Ave SE Minneapolis,,MN,55414-3063,False,0
" ""WOOD RIVER HEALTH SERVICES, INC""",823 Main St Hope Valley,"INC"" 823 Main St Hope Valley",RI,02832-,False,0
" ""MAT-SU HEALTH SERVICES, INC.""",1363 W Spruce Ave Wasilla,"INC."" 1363 W Spruce Ave Wasilla",AK,99654,False,0
, COUNTY OF PALM BEACH 301 N Olive Ave West Palm Beach,,FL,33401-4700,False,0
" ""INDIAN HEALTH BOARD OF MINNEAPOLIS, INC.""",1315 24th St E Minneapolis,"INC."" 1315 24th St E Minneapolis",MN,55404-3975,False,0
" THE ACHIEVABLE FOUNDATION ""100 Corporate Pointe, Ste 270"" Culver",,City,CA,90230-8735,False,0
" ADAGIO HEALTH INC ""603 Stanwix St, Ste 500""",,Pittsburgh,PA,15222-1451,False,0
, VALLEY FAMILY HEALTH CARE INC 1441 NE 10th Ave Payette,,ID,83661-5420,False,0
, MOREHOUSE COMMUNITY MEDICAL CENTERS INC 314 N Franklin St Bastrop,,LA,71220-3846,False,0
, DAMIAN FAMILY CARE CENTERS INC 89-56 162nd St Jamaica,,NY,11432,False,0
" Orange County Health Care Agency ""405 W 5th St, Ste 700"" Santa",,Ana,CA,92701-4534,False,0
, IOWA HEALTHCARE COLLABORATIVE 8170 Heather Bow Johnston,,IA,50131-8705,False,0
" CHINATOWN SERVICE CENTER ""711 W College St, Ste 388"" Los",,Angeles,CA,90012-3177,False,0
, The Research Foundation for The State University of New York 520 Lee Entrance Buffalo,,NY,14228-2500,False,0
, MARY FREE BED REHABILITATION HOSPITAL 235 Wealthy St SE Grand Rapids,,MI,49503-5247,False,0
, SOUTHWEST CARE CENTER 649 Harkle Rd STE E Santa Fe,,NM,87505-4765,False,0
, BEE BUSY WELLNESS CENTER 8785 W Bellfort Ave Houston,,TX,77031-2403,False,0
, BRISTOL BAY AREA HEALTH CORPORATION 6000 Kanakanak Rd Dillingham,,AK,99576,False,0
, NORTH CUSTER HOSPITAL DISTRICT 611 Clinic Rd Challis,,ID,83226-4824,False,0
, NEIGHBORHOOD HEALTH 6677 Richmond Hwy Alexandria,,VA,22306-6647,False,0
" ""BUTTE-SILVER BOW PRIMARY HEALTH CARE CLINIC, INC""",445 Centennial Ave Butte,"INC"" 445 Centennial Ave Butte",MT,59701-2870,False,0
" ""THREE LOWER COUNTIES COMMUNITY SERVICES, INC""",32033 Beaver Run Dr Salisbury,"INC"" 32033 Beaver Run Dr Salisbury",MD,21804-1773,False,0
, SEATTLE INDIAN HEALTH BOARD 611 12th Ave S Seattle,,WA,98144-,False,0
, DEPARTMENT OF PUBLIC HEALTH CONNECTICUT 410 Capitol Ave Hartford,,CT,06106-1373,False,0
" ""HEALTH PARTNERSHIP CLINIC, INC.""",407 S Clairborne Rd STE 104 Olathe,"INC."" 407 S Clairborne Rd STE 104 Olathe",KS,66062-1744,False,0
, BOARD OF REGENTS OF NEVADA SYSTEM OF HIGHER EDUCATION 4505 S Maryland Pkwy Las Vegas,,NV,89154-9901,False,0
, YUKON-KUSKOKWIM HEALTH CORP Hoffman Rd Bethel,,AK,99559,False,0
, Central Jersey Medical Center Inc. 275 Hobart St Perth Amboy,,NJ,08861-3396,False,0
, WAIKIKI HEALTH 277 Ohua Ave Honolulu,,HI,96815-3695,False,0
" ""VOCATIONAL INSTRUCTION PROJECT COMMUNITY SERVICES, INC.""",770 E 176th St Bronx,"INC."" 770 E 176th St Bronx",NY,10460-4617,False,0
" HO-OLA LAHUI HAWAII INC ""4491 Rice St, Ste 106""",,Lihue,HI,96766-1805,False,0
, HARRIS COUNTY 201 Caroline St Houston,,TX,77002-,False,0
, HENNEPIN COUNTY 2220 Plymouth Ave N Minneapolis,,MN,55411-3600,False,0
" FIRST PERSON CARE CLINIC ""1200 S 4th St, Ste 111"" Las",,Vegas,NV,89104-1046,False,0
, HIDALGO MEDICAL CENTER 530 De Moss St Lordsburg,,NM,88045-2617,False,0
, VIRGIN ISLANDS DEPT OF HEALTH GROUP 1303 HOSPITAL GROUND STE 10 Charlotte Amalie East,,VI,00802-6722,False,0
, LCH HEALTH & COMMUNITY SERVICES 731 W Cypress St Kennett Square,,PA,19348-2419,False,0
, FAMILY HEALTH CARE OF NORTHWEST OHIO INC 1191 Westwood Dr Van Wert,,OH,45891-2464,False,0
" ""SANTA FE RECOVERY CENTER, INC.""",2504 Camino Entrada Santa Fe,"INC."" 2504 Camino Entrada Santa Fe",NM,87507-4851,False,0
" ""ACCESS FAMILY HEALTH SERVICES, INC""",63450 Highway 25 N Smithville,"INC"" 63450 Highway 25 N Smithville",MS,38870-9745,False,0
, MOLOKAI OHANA HEALTH CARE INC 30 Oki Pl Kaunakakai,,HI,96748,False,0
, BALTIMORE CITY HEALTH DEPARTMENT 1500 Harlem Ave Baltimore,,MD,21217-2103,False,0
" ""WATERFALL CLINIC, INCORPORATED"" ""1890 Waite St, Ste 1"" North",,Bend,OR,97459-1229,False,0
, PUSHMATAHA FAMILY MEDICAL CENTER INC 1020 N Lawson Blvd Clayton,,OK,74536,False,0
, SHERIDAN COUNTY HOSPITAL 826 18th St Hoxie,,KS,67740-4371,False,0
, SHAWNEE HEALTH SERVICE AND DEVELOPMENT CORPORATION 109 California St Carterville,,IL,62918-,False,0
" ""AROOSTOOK MENTAL HEALTH SERVICES, INC.""",180 Academy St Presque Isle,"INC."" 180 Academy St Presque Isle",ME,04769-3183,False,0
, CORNERSTONE CARE INC 7 Glassworks Rd Greensboro,,PA,15338-9507,False,0
" ""SPRINGFIELD MEDICAL CARE SYSTEMS, INC.""",100 River St Springfield,"INC."" 100 River St Springfield",VT,05156-2930,False,0
" ""SAINT ELIZABETH MEDICAL CENTER, INC""",1 Medical Village Dr Edgewood,"INC"" 1 Medical Village Dr Edgewood",KY,41017-3403,False,0
, THE COLORADO COALITION FOR THE HOMELESS 2111 Champa St Denver,,CO,80205-2529,False,0
" ""WILLIAMSON HEALTH & WELLNESS CENTER, INC""",184 E 2nd Ave STE 201 Williamson,"INC"" 184 E 2nd Ave STE 201 Williamson",WV,25661-3602,False,0
, REGENESIS HEALTH CARE INC 460 Langdon St Spartanburg,,SC,29302-1614,False,0
